Data Medicao,Estado,TemperaturaMedia C,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
112021,3,20.4,"48,2","1011,7","3,6"
122021,3,21.7,"35,4","1012,4","3,4"
012022,3,25.0,"94,2",1010,"3,2"
022022,3,23.2,83,"1010,5","3,2"
032022,3,21.1,"113,2","1012,1",3
042022,3,17.9,"112,6","1014,5","2,8"
052022,3,,,,
062022,3,,,,
072022,3,13.9,"263,2","1014,6","2,9"
082022,3,13.1,"118,8","1019,1","2,9"
092022,3,14.4,"48,4","1017,7","3,4"
102022,3,17.3,"109,6","1014,2","3,8"
112022,3,20.1,"40,8","1015,8","3,7"
122022,3,22.7,"18,6","1010,7","3,4"
012023,3,24.6,"71,4","1010,7","3,1"
022023,3,23.5,"119,2","1010,6","3,1"
032023,3,24.3,"138,6","1012,3","2,9"
042023,3,18.7,24,"1014,4","2,6"
052023,3,16.9,"139,8","1016,8","2,4"
062023,3,14.4,"62,2","1017,9","2,4"
072023,3,13.4,"252,8","1018,4","2,9"
082023,3,14.3,"100,6","1015,4","2,9"
092023,3,16.0,"477,4","1013,7","3,6"
102023,3,17.6,"60,2","1013,4","3,8"
112023,3,20.1,"179,6","1010,7","3,8"
122023,3,22.2,"173,6","1011,5","3,7"
012024,3,23.4,"96,8","1012,6","3,5"
022024,3,24.5,"114,6",1013,"3,4"
032024,3,22.7,"42,4","1012,7","2,6"
042024,3,20.0,245,"1013,1","3,1"
052024,3,14.8,"327,2","1015,3","3,1"
062024,3,15.8,"112,8","1014,7","2,9"
072024,3,11.5,"25,8","1022,1","2,6"
082024,3,13.6,"194,4","1017,5","3,5"
092024,3,16.8,328,"1014,2","3,5"
102024,3,19.5,"177,4","1014,4","4,1"
112024,3,21.5,"108,4","1012,4","3,9"
122024,3,20.8,139,"1010,7","3,9"
082016,3,15.4,,,
092016,3,14.9,60,"965,2","2,3"
102016,3,18.3,"285,8","961,1","2,5"
112016,3,20.3,"208,6","960,9","2,2"
122016,3,22.9,"119,2","958,9","2,2"
012017,3,23.1,"206,4","959,9","2,1"
022017,3,23.3,"130,6","959,6","1,9"
032017,3,21.5,213,"961,8","2,2"
042017,3,18.1,"291,6","963,2","2,3"
052017,3,16.3,"380,2","963,1","2,2"
062017,3,14.2,"121,4","964,8","2,1"
072017,3,14.7,"6,2","969,1","2,1"
082017,3,15.5,"198,6","963,8","2,4"
092017,3,19.1,"149,6","964,1","2,4"
102017,3,18.6,"271,8","959,9","2,7"
112017,3,20.1,"135,8","959,5","2,3"
122017,3,23.4,127,"958,5","2,3"
012018,3,22.9,"265,8","959,2","2,3"
022018,3,22.4,119,"960,4","2,1"
032018,3,21.5,"215,2","959,8",2
042018,3,21.6,"174,2",964,"1,9"
052018,3,16.3,"114,4","964,9",2
062018,3,11.5,194,"965,8",2
072018,3,12.5,"120,6","965,4","2,2"
082018,3,12.0,119,"966,1","2,4"
092018,3,17.6,"266,2","961,7","2,4"
102018,3,18.6,"137,4","961,3","2,7"
112018,3,22.0,381,960,"2,5"
122018,3,22.6,"110,4","960,2","2,2"
012019,3,24.3,"314,8","960,5","2,2"
022019,3,22.4,149,"960,5","2,1"
032019,3,20.7,"322,6","962,7","2,1"
042019,3,20.1,222,962,"1,9"
052019,3,16.9,"256,2","962,9",2
062019,3,16.4,"25,6",965,"2,1"
072019,3,12.0,"126,2",966,"2,1"
082019,3,13.1,,,
092019,3,16.8,,,
102019,3,19.6,"318,6","961,4","2,5"
112019,3,22.0,"196,2","959,6","2,4"
122019,3,23.8,62,"959,4","2,1"
012020,3,23.6,"143,8",959,"2,2"
022020,3,22.6,84,"961,2","2,1"
032020,3,24.2,"37,2","962,1","2,1"
042020,3,18.4,"35,6","964,5",2
052020,3,14.5,"198,8","964,3","1,8"
062020,3,14.6,"117,8",963,"2,4"
072020,3,11.8,226,"964,3","2,2"
082020,3,15.0,"74,8","965,1","2,1"
092020,3,16.3,"188,4","962,9","2,4"
102020,3,19.6,"48,2",961,"2,5"
112020,3,21.0,"165,4","961,5","2,4"
122020,3,22.8,"121,8","959,2","2,1"
012021,3,23.1,"197,6","959,1","2,3"
022021,3,22.0,"63,4",960,"1,9"
032021,3,21.6,"99,2","960,8","1,9"
042021,3,19.3,"41,4","964,2","2,1"
052021,3,13.7,"197,4","964,5","1,8"
062021,3,12.3,"146,2","965,8","2,1"
072021,3,12.4,33,"967,3","1,9"
082021,3,15.5,"114,6","965,3","2,2"
092021,3,16.7,"155,2","962,3","2,4"
102021,3,18.6,"110,2","961,9","2,2"
112021,3,21.7,40,"959,7","2,4"
122021,3,23.6,"31,8","959,1","2,3"
012022,3,26.3,"76,4","958,5","2,3"
022022,3,24.1,"76,4","959,4",2
032022,3,20.8,"195,4","960,9",2
042022,3,18.3,"248,2","962,3","2,1"
052022,3,13.4,"208,2","964,5","1,9"
062022,3,11.5,"205,4","964,8","1,9"
072022,3,15.9,"179,4","962,6","2,1"
082022,3,13.6,"109,4","965,6","2,2"
092022,3,14.4,"67,8","964,4","2,3"
102022,3,17.3,"92,6","961,6","2,3"
112022,3,20.5,"37,6","962,9","2,5"
122022,3,,,,
012023,3,,,,
022023,3,23.4,,,
032023,3,23.9,"149,2","961,2","1,8"
042023,3,18.7,"50,2","962,4","1,9"
052023,3,16.3,205,"964,9","1,6"
062023,3,13.8,,,
072023,3,,,,
082023,3,15.8,"61,4","962,9",2
092023,3,17.6,"488,8","960,5","2,5"
102023,3,17.9,"273,2","960,1","2,2"
112023,3,21.2,"241,6","958,4","2,3"
122023,3,23.2,"322,6","959,7","2,1"
012024,3,23.0,99,"960,2","2,2"
022024,3,24.6,"61,4",961,2
032024,3,22.4,288,"961,4","1,8"
042024,3,20.5,494,"961,2","2,1"
052024,3,14.7,"447,8","962,9",2
062024,3,16.1,"216,6","963,1","2,2"
072024,3,12.6,"42,2","968,2","1,9"
082024,3,14.5,"104,2",965,"2,2"
092024,3,18.2,"178,8","961,6","2,3"
102024,3,19.7,"132,6","961,4","2,3"
112024,3,22.5,"102,4","959,8","2,2"
122024,3,21.4,72,959,"2,1"
012014,3,26.5,137,"1009,3","1,4"
022014,3,26.1,290,1010,"1,6"
032014,3,23.0,"154,8","1011,1","1,3"
042014,3,20.7,"108,8","1014,2","1,3"
052014,3,16.6,74,1015,"1,1"
062014,3,15.4,"264,6","1015,1","1,1"
072014,3,15.0,168,"1018,4","1,2"
082014,3,16.1,"85,6","1016,2","1,3"
092014,3,18.9,263,"1012,8","1,5"
102014,3,21.3,"200,6","1013,1","1,5"
112014,3,23.1,"139,4","1010,2","1,5"
122014,3,24.5,"244,2","1009,1","1,5"
012015,3,25.5,"300,4","1010,3","1,3"
022015,3,24.7,"95,8",1010,"1,4"
032015,3,23.6,"95,4","1011,7","1,3"
042015,3,20.7,"115,6",1014,"1,1"
052015,3,17.9,"159,2","1015,7",1
062015,3,15.3,218,"1017,2","0,9"
072015,3,15.6,"448,4","1015,8","1,2"
082015,3,20.7,"97,4","1013,5","1,4"
092015,3,17.3,"247,2",1012,"1,3"
102015,3,19.3,"367,8","1012,7","1,5"
112015,3,21.4,"157,2",1010,"1,7"
122015,3,24.2,157,"1008,8","1,4"
012016,3,25.9,"65,8","1009,1","1,5"
022016,3,26.5,,1009,"1,4"
032016,3,22.8,"187,6","1012,5","1,4"
042016,3,22.7,"202,4","1011,6","1,4"
052016,3,15.2,"66,8","1017,5","1,1"
062016,3,11.5,"6,2","1020,2","1,1"
072016,3,14.2,"64,2","1016,2","1,4"
082016,3,16.2,"129,6","1015,1","1,1"
092016,3,16.9,81,"1016,1","1,6"
102016,3,19.7,"275,2","1012,1","1,6"
112016,3,21.4,"107,4","1011,3","1,4"
122016,3,24.8,"132,6","1008,6","1,5"
012017,3,25.6,154,"1009,5","1,4"
022017,3,26.3,"175,6","1008,8","1,3"
032017,3,23.1,170,"1012,3","1,3"
042017,3,20.2,32,"1013,9","1,3"
052017,3,18.2,244,"1014,4","1,2"
062017,3,15.7,"180,8","1015,9",1
072017,3,15.7,"32,2","1020,9",1
082017,3,17.4,"116,2","1015,1","1,2"
092017,3,20.8,167,1015,"1,3"
102017,3,20.5,"235,2","1010,5","1,5"
112017,3,21.0,"222,6","1009,9","1,5"
122017,3,24.3,"155,8","1008,5","1,4"
012018,3,24.9,125,"1008,9","1,4"
022018,3,23.9,"62,8","1010,5","1,3"
032018,3,23.2,"99,8","1009,6","1,2"
042018,3,22.8,"142,8","1014,1",1
052018,3,17.6,99,"1015,9","1,1"
062018,3,13.6,"162,4","1017,1","1,2"
072018,3,14.7,155,1017,"1,3"
082018,3,14.1,"105,4","1017,1","1,4"
092018,3,19.4,260,"1012,9","1,4"
102018,3,20.3,193,"1012,4","1,3"
112018,3,22.9,"95,2","1010,5","1,3"
122018,3,24.5,"106,8","1009,9","1,3"
012019,3,27.0,113,"1009,8","1,3"
022019,3,24.6,"96,8","1010,2","1,3"
032019,3,22.8,"206,8","1012,8","1,1"
042019,3,21.5,"222,6","1012,2","0,9"
052019,3,19.1,"254,4","1013,7","0,9"
062019,3,18.1,"46,4","1015,8","0,9"
072019,3,13.7,"160,4","1017,5","1,1"
082019,3,15.7,"81,4","1019,1","1,2"
092019,3,17.3,"82,6","1015,1","1,2"
102019,3,20.9,"284,4","1012,3","1,2"
112019,3,22.4,"167,2","1010,3","1,1"
122019,3,25.4,23,"1008,9","1,5"
012020,3,25.7,"84,4","1008,6","1,4"
022020,3,24.9,"88,2",1011,"1,3"
032020,3,24.8,"10,6","1012,3","1,1"
042020,3,20.4,"23,2","1014,6","1,2"
052020,3,16.5,"171,2","1014,6","1,2"
062020,3,16.7,"189,2","1014,2","1,1"
072020,3,13.4,277,"1015,7","1,1"
082020,3,15.8,"130,6","1016,7",1
092020,3,17.6,210,"1014,5","1,2"
102020,3,20.3,"91,8","1012,2","1,4"
112020,3,21.9,"70,6","1012,4","1,3"
122020,3,24.3,"104,6","1009,2","1,3"
012021,3,25.3,"167,6","1008,9","1,3"
022021,3,24.4,,"1009,3","1,3"
032021,3,23.6,"106,4","1010,4","1,1"
042021,3,21.2,22,"1014,9",1
052021,3,14.8,199,"1015,5",1
062021,3,14.1,"157,6","1017,1",1
072021,3,12.9,"32,6","1018,6","1,1"
082021,3,16.8,"154,2","1017,1","1,1"
092021,3,18.4,"183,4","1013,6","1,2"
102021,3,19.9,"126,4","1012,9","1,2"
112021,3,22.2,"131,4",1010,"1,3"
122021,3,23.9,"70,8","1009,7","1,2"
012022,3,26.4,"189,4","1008,2","1,2"
022022,3,25.3,"73,4",1009,"1,2"
032022,3,22.6,"231,8","1010,8",1
042022,3,19.5,150,"1013,2","0,9"
052022,3,15.4,152,"1015,2",1
062022,3,13.0,"168,4","1016,4",1
072022,3,16.5,"166,6","1013,8","1,1"
082022,3,14.9,129,"1017,5",1
092022,3,16.6,"100,6","1015,8","1,2"
102022,3,19.1,"146,4","1012,5","1,2"
112022,3,20.8,"106,8","1013,9","1,2"
122022,3,24.2,"128,4","1008,7","1,2"
012023,3,25.8,"63,2","1008,9","1,1"
022023,3,24.4,"122,8","1009,5","1,2"
032023,3,25.2,"159,8","1010,9",1
042023,3,20.4,"28,6",1013,1
052023,3,17.6,"173,2","1015,8","0,8"
062023,3,15.7,"319,2",1017,"0,9"
072023,3,15.3,"192,8","1017,2",1
082023,3,16.5,81,"1014,3",1
092023,3,18.7,"442,2","1011,8","1,1"
102023,3,19.3,"199,2","1011,3",1
112023,3,21.8,301,1009,"1,1"
122023,3,24.9,"184,4","1009,5","1,2"
012024,3,24.3,"172,6","1010,4","1,1"
022024,3,26.0,"64,4","1010,9",1
032024,3,24.6,"55,2","1011,2","0,9"
042024,3,21.5,298,"1011,8","0,9"
052024,3,16.6,"551,4","1013,8",1
062024,3,17.1,"220,6","1014,1",1
072024,3,13.6,"110,4","1020,5","0,8"
082024,3,15.7,"60,4","1016,5","1,1"
092024,3,19.0,"203,4","1012,7","1,1"
102024,3,21.0,99,"1012,4","1,1"
112024,3,23.6,"91,2","1010,2","1,1"
122024,3,22.7,"177,2","1008,9","1,2"
012014,3,24.2,"157,6","960,5","2,3"
022014,3,23.9,"101,6","960,7","2,6"
032014,3,21.2,127,"961,3","2,3"
042014,3,19.5,"119,8","963,6","2,5"
052014,3,15.2,264,"964,3","2,1"
062014,3,14.0,"356,6","964,2","2,5"
072014,3,14.4,"181,2",967,"2,6"
082014,3,,,,
092014,3,17.6,,"962,4",3
102014,3,20.5,,"962,9","2,9"
112014,3,22.2,"107,6","960,4","2,7"
122014,3,22.9,"135,6","959,7","2,7"
012015,3,22.9,"322,4","961,5","2,4"
022015,3,,,,
032015,3,22.2,"37,8",962,"2,3"
042015,3,19.4,"201,6","963,8","2,2"
052015,3,16.5,"178,4","965,2","2,4"
062015,3,14.6,263,"966,5","2,5"
072015,3,14.0,"243,4",965,"2,5"
082015,3,19.6,,,
092015,3,18.2,,,
102015,3,19.7,,"961,5",3
112015,3,20.2,"152,2","959,6","2,8"
122015,3,22.2,"515,2","959,5","2,5"
012016,3,24.5,"59,2","959,6","2,5"
022016,3,23.9,174,"960,5","2,2"
032016,3,20.8,"270,4","962,9","2,5"
042016,3,21.1,150,"962,3","2,4"
052016,3,13.9,"72,2","966,3","2,1"
062016,3,10.8,16,"968,8",2
072016,3,13.4,"169,4","965,5","2,4"
082016,3,15.0,"101,2","964,6","2,3"
092016,3,15.1,"64,8","965,6","2,4"
102016,3,18.4,"275,6","961,6","2,8"
112016,3,20.6,101,"961,3","2,5"
122016,3,23.2,"62,2","959,4","2,5"
012017,3,23.3,"52,4","960,4","2,3"
022017,3,23.4,"169,6","960,1","2,1"
032017,3,21.8,"142,8","962,3","2,4"
042017,3,18.4,216,"963,8","2,5"
052017,3,16.7,"322,6","963,7","2,6"
062017,3,14.6,"182,4","965,5","2,4"
072017,3,14.8,"36,6",970,"2,4"
082017,3,15.7,"190,6","964,5","2,7"
092017,3,19.9,"109,6","964,6","2,7"
102017,3,19.1,"256,4","960,5","2,8"
112017,3,20.3,"229,6","959,8","2,5"
122017,3,23.4,126,"958,9","2,5"
012018,3,22.7,"340,8","959,8","2,4"
022018,3,21.9,"140,8","960,9","2,2"
032018,3,21.7,"157,8","960,2","2,2"
042018,3,21.7,"83,2","964,5","2,1"
052018,3,16.8,"115,2","965,5","2,3"
062018,3,12.3,94,"966,3","2,2"
072018,3,13.4,114,966,"2,4"
082018,3,12.3,91,"966,7","2,4"
092018,3,17.7,"183,8","962,2","2,5"
102018,3,19.0,"194,2","961,6","2,8"
112018,3,22.1,"239,2","960,5","2,8"
122018,3,22.6,"209,2","960,7","2,4"
012019,3,24.3,205,"961,1","2,4"
022019,3,22.2,"126,4","960,9","2,2"
032019,3,20.9,"175,8","963,1","2,3"
042019,3,20.4,"177,6","962,4",2
052019,3,17.4,"214,2","963,4","2,2"
062019,3,16.9,22,"965,8","2,3"
072019,3,12.6,"150,4","966,6","2,1"
082019,3,14.0,"74,2",968,"2,6"
092019,3,16.5,"83,2","963,8","2,6"
102019,3,20.0,"329,4","961,9","2,8"
112019,3,22.2,"222,4",960,"2,7"
122019,3,24.1,"19,4","959,7","2,4"
012020,3,23.6,"137,8","959,4","2,5"
022020,3,22.8,"32,6","961,6","2,4"
032020,3,24.0,"25,2","962,5","2,4"
042020,3,18.5,"61,4","964,9","2,3"
052020,3,15.2,"184,6","964,9","2,2"
062020,3,15.1,"229,6","963,7","2,8"
072020,3,12.6,349,"964,9","2,3"
082020,3,15.3,179,"965,6","2,4"
092020,3,17.2,"87,4","963,3","2,5"
102020,3,20.3,"52,6","961,3","2,8"
112020,3,21.1,"94,8","961,8","2,6"
122020,3,23.1,"115,2","959,6","2,5"
012021,3,22.8,"203,6","959,6","2,5"
022021,3,21.7,99,"960,4","2,1"
032021,3,21.6,"142,4","961,1","1,9"
042021,3,19.3,27,"964,7","2,5"
052021,3,14.0,244,965,"2,2"
062021,3,12.8,193,"966,3","2,3"
072021,3,12.8,"25,2","967,9","2,2"
082021,3,16.1,,"965,9","2,5"
092021,3,17.7,,,
102021,3,19.5,,,
112021,3,22.1,17,"959,9","2,7"
122021,3,24.1,41,"959,2","2,6"
012022,3,26.0,"66,8","959,1","2,8"
022022,3,23.8,"128,6","959,9","2,3"
032022,3,20.9,"187,2","961,3","2,4"
042022,3,18.2,"230,8","962,9","2,4"
052022,3,13.7,"291,6","964,8","2,3"
062022,3,12.0,199,"965,3","2,2"
072022,3,16.8,79,"963,4","2,7"
082022,3,13.9,114,"966,1","2,6"
092022,3,14.8,"62,2","964,7","2,7"
102022,3,17.6,126,962,"2,6"
112022,3,20.2,"50,2","963,2","2,9"
122022,3,23.6,"112,2","958,9","2,5"
012023,3,24.5,"78,2","959,7","2,4"
022023,3,22.9,"60,6","960,4","2,2"
032023,3,23.6,"70,8","961,6","2,2"
042023,3,19.1,"39,2","962,8","2,3"
052023,3,16.6,"147,8","965,5",2
062023,3,15.0,169,"966,5","2,2"
072023,3,14.5,167,966,"2,5"
082023,3,16.3,"67,6","963,6","2,4"
092023,3,18.2,"503,8","961,1","2,9"
102023,3,18.3,"353,6","960,5","2,6"
112023,3,21.5,,"959,5","2,8"
122023,3,23.5,"102,8","960,2","2,5"
012024,3,22.9,"193,8","960,6","2,5"
022024,3,24.4,"108,6","961,4","2,3"
032024,3,22.4,"337,2","961,9","2,1"
042024,3,21.1,"305,6","961,7","2,5"
052024,3,14.5,"487,4","963,8","2,4"
062024,3,16.8,234,"963,8","2,6"
072024,3,13.1,"56,4","968,6","2,2"
082024,3,15.1,"74,4","965,6","2,4"
092024,3,18.6,"167,2","962,1","2,5"
102024,3,20.0,"162,4","961,8","2,6"
112024,3,23.8,"56,2","960,1","2,6"
122024,3,,,,
012014,3,26.1,"185,8","1002,4",2
022014,3,25.7,"215,2","1003,1","2,1"
032014,3,22.6,"155,2","1004,1","1,8"
042014,3,20.4,"90,6","1007,1","1,7"
052014,3,16.4,"132,4",1008,"1,5"
062014,3,15.5,"223,8",1008,"1,9"
072014,3,15.4,165,"1011,3","1,8"
082014,3,16.7,"107,2","1008,7",2
092014,3,19.0,"262,6","1005,6","2,2"
102014,3,21.2,"157,6","1005,9",2
112014,3,23.0,"103,8","1003,2","1,9"
122014,3,24.1,,"1002,1",2
012015,3,24.9,,"1003,5","1,8"
022015,3,24.1,,"1003,1","1,8"
032015,3,23.4,"39,4","1004,8","1,6"
042015,3,20.3,128,1007,"1,5"
052015,3,17.8,"153,8","1008,7","1,7"
062015,3,15.7,"235,6","1010,1","1,7"
072015,3,15.5,"334,4","1008,8","1,6"
082015,3,20.5,"73,6","1006,5","2,3"
092015,3,17.8,"270,2",1005,"1,9"
102015,3,19.1,"355,8","1005,6","1,9"
112015,3,21.0,177,1003,"2,2"
122015,3,23.9,"304,4","1001,8","1,9"
012016,3,,,,
022016,3,25.5,,,
032016,3,22.1,"325,4","1005,8","1,8"
042016,3,22.0,203,"1004,9","1,9"
052016,3,14.7,"50,8","1010,6","1,5"
062016,3,12.4,,"1012,3","1,3"
072016,3,14.4,"179,4","1009,3","1,9"
082016,3,16.4,"80,4","1008,2","1,7"
092016,3,16.4,85,"1009,3","2,2"
102016,3,19.4,"323,2","1005,2",2
112016,3,20.9,"140,2","1004,5","1,9"
122016,3,24.2,"76,4","1001,8","1,9"
012017,3,24.8,"247,4","1002,7","1,9"
022017,3,25.5,"200,4","1002,1","1,7"
032017,3,22.5,"198,2","1005,4","1,7"
042017,3,19.7,"106,8","1007,1","1,8"
052017,3,17.9,"270,8","1007,5","1,6"
062017,3,16.1,"105,8","1009,2","1,9"
072017,3,16.2,"38,2","1013,9","1,9"
082017,3,17.3,"120,2","1008,3","1,8"
092017,3,20.9,127,"1008,1","1,9"
102017,3,20.3,"250,8","1003,7","2,3"
112017,3,20.4,"156,2","1003,2",2
122017,3,24.0,"105,2","1001,7","1,9"
012018,3,24.4,"149,8","1002,2",2
022018,3,23.4,"72,6","1003,8","1,7"
032018,3,22.6,"141,2","1003,1","1,6"
042018,3,22.6,"80,8","1007,5","1,5"
052018,3,17.6,62,"1009,3","1,6"
062018,3,13.3,118,"1010,5","1,7"
072018,3,14.3,129,"1010,3","1,7"
082018,3,13.9,124,1011,"1,8"
092018,3,19.1,"253,6","1006,1","1,7"
102018,3,20.1,141,"1005,6",2
112018,3,22.7,"193,8","1003,8","1,9"
122018,3,23.7,92,"1003,4","1,9"
012019,3,26.2,"123,4","1003,4","1,9"
022019,3,,,,
032019,3,,,,
042019,3,21.1,"184,2","1005,8","1,5"
052019,3,18.8,230,"1007,2","1,5"
062019,3,18.3,"37,4","1009,3","1,7"
072019,3,13.6,"162,8",1011,"1,6"
082019,3,15.5,78,"1012,5",2
092019,3,16.8,"82,8","1008,4","1,9"
102019,3,20.5,402,"1005,7","2,1"
112019,3,22.2,"187,8","1003,6","1,8"
122019,3,24.9,"38,8","1002,4","2,2"
012020,3,24.9,"164,2","1002,2",2
022020,3,24.5,"92,8","1004,5","1,9"
032020,3,24.5,"25,4","1005,7","1,8"
042020,3,20.0,"24,4","1008,4",2
052020,3,16.6,"203,4","1008,4",2
062020,3,16.8,"146,8","1007,7","2,5"
072020,3,13.4,,"1009,4","1,9"
082020,3,16.2,,"1010,1","1,7"
092020,3,17.1,,"1007,9","1,8"
102020,3,20.0,,"1005,6","2,1"
112020,3,21.7,,"1005,8","2,1"
122020,3,23.9,,"1002,8","2,2"
012021,3,25.1,,"1002,4","2,1"
022021,3,23.4,,"1003,3","1,7"
032021,3,22.9,,"1004,2","1,5"
042021,3,20.5,,"1008,6","1,6"
052021,3,14.8,,"1009,3","1,7"
062021,3,14.0,,"1010,9",2
072021,3,13.4,,"1012,4","1,9"
082021,3,16.9,,"1010,5","1,9"
092021,3,18.1,,"1007,2",2
102021,3,19.5,,"1006,5",2
112021,3,,,,
122021,3,24.2,"18,8",1003,"2,2"
012022,3,26.8,"198,2","1001,7","2,2"
022022,3,24.8,37,"1002,8","1,9"
032022,3,22.3,"182,4","1004,6","1,8"
042022,3,19.2,"173,6","1006,8","1,6"
052022,3,15.1,"169,8","1009,1","1,8"
062022,3,13.0,"188,4","1009,8","1,5"
072022,3,17.0,"129,8","1007,4",2
082022,3,14.8,126,"1011,1","1,8"
092022,3,16.2,"91,6","1009,5",2
102022,3,18.7,"72,4","1006,2",2
112022,3,20.8,"71,6","1007,4","2,1"
122022,3,24.1,"135,4","1002,2","1,9"
012023,3,25.9,"31,6","1002,5",2
022023,3,24.5,"165,6","1003,2","1,9"
032023,3,25.0,127,"1004,6","1,6"
042023,3,19.7,"25,6","1006,8","1,7"
052023,3,17.5,"223,6","1009,6","1,5"
062023,3,16.6,"265,2","1010,7","1,9"
072023,3,15.7,204,"1010,5","1,9"
082023,3,17.6,"56,2","1007,4","1,8"
092023,3,18.9,"443,4","1005,4","2,2"
102023,3,19.1,"183,8",1005,"1,9"
112023,3,21.7,"416,6","1002,8",2
122023,3,24.6,"180,6","1003,3",2
012024,3,23.9,"133,4","1004,1","1,9"
022024,3,25.8,"108,6","1004,6","1,7"
032024,3,23.9,90,"1005,1","1,7"
042024,3,21.5,"244,6","1005,6","1,7"
052024,3,16.9,,"1006,9","1,8"
062024,3,18.3,"223,6","1007,7","2,2"
072024,3,,,,
082024,3,15.6,,,
092024,3,19.2,179,"1006,4","1,9"
102024,3,20.7,"145,2","1006,2",2
112024,3,23.4,124,"1003,9","1,9"
122024,3,22.3,"168,6","1002,9","2,2"
012014,3,25.2,"151,2",993,"3,7"
022014,3,23.9,"253,2",994,"3,7"
032014,3,20.3,"274,4",995,3
042014,3,18.5,"40,4","997,9",3
052014,3,14.8,"55,6","998,3","2,5"
062014,3,12.6,,"999,2","3,3"
072014,3,13.7,,"1001,4","3,1"
082014,3,14.4,,"999,2","3,4"
092014,3,16.2,"119,8","996,2","3,7"
102014,3,20.2,"226,2","996,2","3,5"
112014,3,21.7,"44,8","994,1","3,5"
122014,3,22.7,"228,2","992,9","3,4"
012015,3,23.7,"234,8","994,3","3,2"
022015,3,23.4,,"994,2","2,8"
032015,3,22.2,,"995,9","2,7"
042015,3,19.4,,"997,9","2,5"
052015,3,16.3,,"999,4","2,8"
062015,3,13.7,,"999,7","2,9"
072015,3,13.4,,"999,3",3
082015,3,17.5,,"996,1","3,9"
092015,3,15.2,,"995,9","3,6"
102015,3,17.2,"68,2","996,1","3,9"
112015,3,19.6,"46,4","993,9","3,7"
122015,3,22.8,,"992,5","3,4"
012016,3,24.8,"34,2","993,2","3,2"
022016,3,25.0,78,"993,3","2,8"
032016,3,,,,
042016,3,,,,
052016,3,,,,
062016,3,,,,
072016,3,,,,
082016,3,14.6,"91,4","998,7","3,3"
092016,3,14.0,"26,8","1000,3","3,8"
102016,3,18.1,"121,8","995,7","3,6"
112016,3,20.8,"114,6","995,2","3,4"
122016,3,23.6,"92,8","992,3","3,4"
012017,3,24.1,"152,8","993,3","3,2"
022017,3,23.8,"159,6","992,6","2,6"
032017,3,21.4,"184,8","996,1","3,1"
042017,3,18.5,170,"997,2","3,2"
052017,3,,,,
062017,3,,,,
072017,3,,,,
082017,3,15.3,,,
092017,3,16.3,"205,4","998,5","3,8"
102017,3,18.1,"216,8","994,3","4,2"
112017,3,20.2,"50,6","993,9","3,7"
122017,3,24.4,"79,2","992,4","3,4"
012018,3,24.3,"121,4","992,7","3,3"
022018,3,23.3,"38,6","994,5",3
032018,3,21.4,"109,2","993,9","2,9"
042018,3,22.0,79,"997,7",3
052018,3,16.2,"151,2","999,2","2,8"
062018,3,10.8,"52,6","1000,7","2,9"
072018,3,12.0,,"1000,4","3,5"
082018,3,12.1,,"1001,1","3,5"
092018,3,17.7,,"996,6","3,8"
102018,3,18.4,,"996,7","4,2"
112018,3,22.0,"196,4","994,7","4,3"
122018,3,22.6,"172,8","994,5","3,7"
012019,3,24.4,"429,8","994,3","3,7"
022019,3,23.1,"67,6","995,1","3,5"
032019,3,21.3,"15,2","997,4","3,6"
042019,3,19.7,"196,8",997,"3,2"
052019,3,16.9,"183,2","998,3","3,2"
062019,3,16.9,27,"999,1","3,7"
072019,3,11.6,"173,2","1001,2","3,4"
082019,3,13.0,"88,4",1003,"3,8"
092019,3,14.9,"84,8","999,2","3,5"
102019,3,18.8,"338,8","996,4","4,5"
112019,3,21.8,"72,8","994,6","3,7"
122019,3,23.7,"17,4","993,6","3,7"
012020,3,24.4,"103,8","993,4","3,6"
022020,3,23.7,"35,8","995,6","3,9"
032020,3,24.4,"39,8","996,6","3,4"
042020,3,18.7,"59,2","999,3","3,6"
052020,3,15.0,"146,4","998,9","3,5"
062020,3,14.4,"200,8","997,6","3,8"
072020,3,11.8,44,"999,7","3,7"
082020,3,15.1,"63,4","1000,2","3,7"
092020,3,15.1,110,"998,6","3,8"
102020,3,18.2,"63,8","996,8","4,3"
112020,3,,,,
122020,3,,,,
012021,3,,,,
022021,3,,,,
032021,3,,,,
042021,3,,,,
052021,3,,,,
062021,3,,,,
072021,3,,,,
082021,3,,,,
092021,3,,,,
102021,3,17.3,,"997,8","3,8"
112021,3,20.6,,"994,9","3,9"
122021,3,23.4,"36,2","994,4",4
012022,3,27.0,,"992,5","3,8"
022022,3,,,,
032022,3,,,,
042022,3,,,,
052022,3,,,,
062022,3,,,,
072022,3,,,,
082022,3,13.2,,,
092022,3,14.1,"71,2","1000,3","3,8"
102022,3,16.8,"101,2","997,1","4,4"
112022,3,20.8,"75,4",998,"3,9"
122022,3,23.8,"75,4","993,3","3,8"
012023,3,25.6,"47,6","993,3","3,5"
022023,3,24.0,"80,8",994,"3,6"
032023,3,24.5,"67,8","995,2","3,2"
