Data Medicao,Estado,TemperaturaMedia C,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)"
102020,1,20.6,"13,2",,4
112020,1,19.7,,,
122020,1,,,,
012021,1,20.2,277,"904,6","3,7"
022021,1,20.1,"34,6","904,8","3,3"
032021,1,20.5,"45,4","905,5","3,3"
042021,1,17.2,"34,2","908,3","3,4"
052021,1,14.5,"75,4","908,2","2,9"
062021,1,12.4,"161,8","909,1","3,3"
072021,1,11.6,"58,4",911,"3,4"
082021,1,16.0,"40,4","909,5","3,9"
092021,1,17.9,"149,6","906,7","3,9"
102021,1,17.2,"362,2","905,8","3,9"
112021,1,20.0,"83,4","904,3","3,4"
122021,1,21.4,"21,4","903,6","3,3"
012022,1,22.1,"66,6","904,4","3,3"
022022,1,21.5,,905,"3,1"
032022,1,,,,
042022,1,,,,
052022,1,,,,
062022,1,,,,
072022,1,,,,
082022,1,,,,
092022,1,,,,
102022,1,16.8,"467,4","905,6","3,5"
112022,1,17.6,"59,4","906,3",4
122022,1,20.5,"133,2","903,6","3,4"
012023,1,20.4,"107,2","904,8","3,1"
022023,1,19.2,,"905,3",3
032023,1,20.7,,"906,7","3,2"
042023,1,17.2,,"906,6","3,4"
052023,1,15.6,,"909,1","2,8"
062023,1,13.5,,910,"3,4"
072023,1,14.3,,"909,6","3,5"
082023,1,15.3,"98,4","907,5","3,5"
092023,1,18.7,,"905,9","4,5"
102023,1,18.2,,"904,2","3,8"
112023,1,19.8,,"904,1","3,7"
122023,1,21.2,206,"905,2","3,2"
012024,1,20.8,"77,2","905,1","3,4"
022024,1,21.9,126,"906,4","3,2"
032024,1,21.2,148,"906,6","3,2"
042024,1,19.6,144,"906,7","3,4"
052024,1,16.0,190,"907,3","3,6"
062024,1,16.1,"62,4","908,3","3,5"
072024,1,12.9,"5,4","911,1",3
082024,1,14.7,"3,8","909,5","3,8"
092024,1,19.0,"47,2","906,8","3,6"
102024,1,18.9,"235,6","905,8","4,1"
112024,1,19.9,"226,8","904,5","3,8"
122024,1,19.2,"192,4","903,7","3,2"
012014,1,21.4,197,"902,7","1,3"
022014,1,21.4,164,"902,8","1,3"
032014,1,19.0,"201,8","902,8","1,3"
042014,1,17.6,"100,4","904,4","1,2"
052014,1,14.1,"155,4","904,3","1,1"
062014,1,13.7,"384,8","904,7","1,1"
072014,1,12.4,"86,8","907,4","1,2"
082014,1,13.9,"75,6","906,1","1,3"
092014,1,16.6,301,"903,6","1,6"
102014,1,18.9,"45,4","904,1","1,5"
112014,1,19.3,"192,2","901,5","1,3"
122014,1,20.4,"174,6","901,3","1,4"
012015,1,21.5,"93,8","903,1","1,3"
022015,1,20.5,57,"901,9",1
032015,1,19.8,"34,6","902,8","1,1"
042015,1,17.1,"22,4","904,1",1
052015,1,14.5,"29,2","905,2","0,9"
062015,1,12.6,,"906,9","1,1"
072015,1,12.0,,,
082015,1,,,,
092015,1,,,,
102015,1,18.0,"364,4","902,7","1,3"
112015,1,18.6,"277,2","900,6","1,3"
122015,1,20.8,256,"901,3","1,3"
012016,1,21.2,,,
022016,1,,,,
032016,1,19.2,,,
042016,1,18.6,"152,4","903,7","0,8"
052016,1,13.0,197,"905,4","0,8"
062016,1,9.0,"104,8","907,1","0,7"
072016,1,10.9,"85,6","905,5","0,8"
082016,1,12.3,"241,6","904,7","0,8"
092016,1,13.2,"101,8",905,1
102016,1,16.4,"262,8","902,5","1,4"
112016,1,17.9,"133,6","901,8","1,2"
122016,1,19.6,"221,4","901,1","1,2"
012017,1,21.0,"252,2","901,9",1
022017,1,21.2,"128,6","902,1","0,9"
032017,1,19.2,"113,2","903,4","0,8"
042017,1,15.9,"84,6","904,3","0,8"
052017,1,15.2,"266,4","904,3","0,6"
062017,1,12.5,,"905,8","0,8"
072017,1,,,,
082017,1,13.4,"136,8","905,2","0,8"
092017,1,17.1,"50,8",906,"0,7"
102017,1,16.2,372,"901,8",1
112017,1,17.2,"157,2","900,5","0,8"
122017,1,20.1,224,"900,3","0,7"
012018,1,20.2,"204,2","901,3","0,8"
022018,1,18.8,113,"901,9","0,6"
032018,1,20.0,"221,6","901,4","0,4"
042018,1,17.4,31,"905,6","0,4"
052018,1,13.6,"61,2","905,9","0,5"
062018,1,11.7,147,"905,8","0,4"
072018,1,12.3,"12,2","905,8","0,5"
082018,1,10.9,"111,6","906,1","0,6"
092018,1,14.9,"165,2","902,9",1
102018,1,16.7,"322,6","902,2","1,1"
112018,1,18.8,"82,2",902,"1,2"
122018,1,20.0,129,"901,9","1,1"
012019,1,22.0,260,"903,4",1
022019,1,19.6,"199,6","901,8",1
032019,1,19.2,"132,6","903,8","0,9"
042019,1,17.8,"180,2","903,1","0,6"
052019,1,15.9,"199,2","903,7","0,7"
062019,1,13.4,"37,6","906,8","0,6"
072019,1,,,,
082019,1,,,,
092019,1,,,,
102019,1,,,,
112019,1,,,,
122019,1,19.4,"100,4","901,3","0,9"
012020,1,20.5,"83,8","900,7",1
022020,1,19.8,"87,4","902,5","1,1"
032020,1,18.4,"84,4",904,"0,8"
042020,1,14.1,"55,6",905,"0,8"
052020,1,11.0,"121,4","904,9","0,8"
062020,1,13.1,"150,4","904,7","0,7"
072020,1,11.2,"98,6",905,"0,7"
082020,1,12.1,"109,6",906,"0,7"
092020,1,16.7,"46,4","904,1",1
102020,1,17.8,,"902,3","1,1"
112020,1,17.6,,"902,5","0,8"
122020,1,19.8,,901,"0,9"
012021,1,20.3,"125,8","901,3","0,8"
022021,1,19.0,"35,8","901,1","0,9"
032021,1,19.5,,"901,9","0,8"
042021,1,15.1,,"904,9","0,7"
052021,1,12.2,"56,6","904,6","0,7"
062021,1,11.4,"22,8","905,6","0,6"
072021,1,8.0,"64,4","907,5","0,7"
082021,1,13.6,"36,2","906,5","0,8"
092021,1,16.2,140,"903,6","0,9"
102021,1,15.8,"286,8","902,7","0,7"
112021,1,18.7,"94,2","900,9",1
122021,1,20.1,"33,8","900,3","1,1"
012022,1,20.7,"269,2",901,"0,9"
022022,1,20.3,"166,4","901,5","0,8"
032022,1,19.3,"220,6","902,2","0,8"
042022,1,15.7,"164,8","903,6","0,6"
052022,1,11.9,"117,6","904,3","0,8"
062022,1,10.8,,,
072022,1,12.9,,"905,3","0,6"
082022,1,,,,
092022,1,,,,
102022,1,,,,
112022,1,16.0,75,"902,9",1
122022,1,19.5,"195,6","900,2","0,8"
012023,1,19.9,"162,4","901,3","0,8"
022023,1,19.3,"184,8","901,6","0,7"
032023,1,19.8,82,"903,3","0,6"
042023,1,15.5,"183,8","903,2","0,5"
052023,1,13.2,"68,6","905,7","0,3"
062023,1,11.4,"124,2","906,5","0,5"
072023,1,12.4,,"905,8","0,5"
082023,1,13.2,,"903,9","0,7"
092023,1,16.9,,"902,7","0,8"
102023,1,,,,
112023,1,19.4,,"901,1",1
122023,1,21.0,"113,6","901,7",1
012024,1,20.2,"164,4","901,7",1
022024,1,21.3,,"903,1","0,8"
032024,1,20.2,"66,4","903,2","0,8"
042024,1,18.3,,"903,6","0,7"
052024,1,15.9,,"903,4","0,9"
062024,1,13.0,,"905,3","0,7"
072024,1,11.2,,,
082024,1,12.8,"5,4","906,2","0,8"
092024,1,17.2,,"903,5","0,9"
102024,1,17.9,"123,6",903,"1,1"
112024,1,19.1,"309,4","901,3",1
122024,1,19.1,"179,4","900,2",1
012014,1,21.5,"334,4",927,"0,7"
022014,1,21.4,"131,4","926,9","0,6"
032014,1,19.9,"233,2","927,2","0,6"
042014,1,17.9,"43,6",929,"0,5"
052014,1,14.4,"73,2","929,2","0,4"
062014,1,13.6,,"929,5",
072014,1,12.4,"33,4","932,4","0,4"
082014,1,13.5,"48,8","931,1","0,5"
092014,1,16.8,"271,2","928,4","0,8"
102014,1,19.3,"118,8","928,7","0,8"
112014,1,20.1,"125,4",926,"0,8"
122014,1,21.0,"207,2","925,7","0,8"
012015,1,22.0,"145,6","927,4","0,7"
022015,1,21.2,"147,6","926,2","0,5"
032015,1,20.2,"151,8","927,2","0,4"
042015,1,17.6,"53,4","928,7","0,3"
052015,1,15.2,"157,6","930,1","0,4"
062015,1,13.0,"114,2",932,"0,4"
072015,1,13.8,"227,2","930,1","0,6"
082015,1,15.2,"52,6","930,3","0,5"
092015,1,17.0,"167,6","926,6","0,6"
102015,1,18.8,189,"927,5","0,6"
112015,1,19.3,"254,2","925,1","0,5"
122015,1,21.5,"224,8","925,7","0,6"
012016,1,21.6,"160,2","925,5","0,4"
022016,1,22.2,"238,4","926,6","0,4"
032016,1,20.0,"113,8",928,"0,4"
042016,1,19.5,77,"928,1","0,3"
052016,1,13.6,,"930,7","0,1"
062016,1,9.5,,"932,9","0,2"
072016,1,12.0,83,"930,6","0,3"
082016,1,13.2,"133,2","929,6","0,3"
092016,1,14.2,44,"929,8","0,4"
102016,1,17.3,137,"927,3","0,4"
112016,1,18.8,"204,8","926,3","0,5"
122016,1,20.4,"117,8","925,4","0,4"
012017,1,21.6,"301,8","926,1","0,3"
022017,1,22.1,"120,8","926,3","0,3"
032017,1,20.1,"65,6","927,9","0,3"
042017,1,16.7,"78,4",929,"0,5"
052017,1,16.2,"157,2","929,1","0,5"
062017,1,13.3,"84,2","930,9","0,5"
072017,1,11.0,"6,4","935,4","0,5"
082017,1,14.6,"123,4","930,2","0,8"
092017,1,18.2,"45,6","930,7","0,7"
102017,1,17.6,193,"926,5","0,9"
112017,1,18.7,"159,8",925,"0,9"
122017,1,21.0,"101,8","924,7","0,8"
012018,1,21.1,"210,2","925,7","0,8"
022018,1,,,,
032018,1,,,,
042018,1,17.5,,,
052018,1,15.0,26,"930,7","0,6"
062018,1,13.0,"147,6","930,9","0,5"
072018,1,13.9,"11,6","930,7","0,6"
082018,1,13.0,"61,2","931,2","0,7"
092018,1,16.2,"133,4","927,7","0,7"
102018,1,17.4,"311,2","926,9","0,7"
112018,1,19.8,"74,8","926,6","0,9"
122018,1,22.2,40,"926,1","0,9"
012019,1,22.9,"149,6","927,6","0,7"
022019,1,20.5,205,"926,2","0,7"
032019,1,20.3,160,"928,2","0,5"
042019,1,18.7,"177,2","927,5","0,4"
052019,1,16.6,"181,6","928,4","0,5"
062019,1,14.3,"22,8","931,7","0,4"
072019,1,12.2,62,"931,2","0,4"
082019,1,13.0,"22,8","932,9","0,6"
092019,1,16.8,112,929,"0,8"
102019,1,19.7,"91,2","927,5","0,8"
112019,1,19.8,79,"925,9","0,7"
122019,1,20.6,"67,6","925,7","0,6"
012020,1,21.3,"62,2",925,"0,6"
022020,1,20.6,54,"926,9","0,6"
032020,1,19.5,"21,2","928,4","0,6"
042020,1,15.7,"18,6","929,5","0,6"
052020,1,12.4,"30,4","929,7","0,6"
062020,1,14.5,62,"929,8","0,6"
072020,1,12.6,"35,2","930,1","0,5"
082020,1,13.1,"51,8","931,2","0,6"
092020,1,18.0,"17,2","928,9","0,7"
102020,1,19.1,"32,8","926,8","0,7"
112020,1,19.0,"59,8","927,1","0,7"
122020,1,20.8,"69,2","925,4","0,6"
012021,1,21.1,"110,2","925,8","0,6"
022021,1,20.2,32,"925,3","0,6"
032021,1,20.8,"62,4","926,2","0,6"
042021,1,16.5,"3,8","929,5","0,4"
052021,1,13.6,"39,6","929,4","0,5"
062021,1,,,,
072021,1,,,,
082021,1,,,,
092021,1,,,,
102021,1,,,,
112021,1,,,,
122021,1,21.1,,"924,9","0,7"
012022,1,21.6,,"925,3","0,6"
022022,1,21.6,"1,6","925,9","0,6"
032022,1,20.8,"4,4","926,6","0,5"
042022,1,16.8,"4,8","928,3","0,4"
052022,1,13.3,"0,8","929,2","0,5"
062022,1,,,,
072022,1,,,,
082022,1,,,,
092022,1,13.9,"191,4","929,4","0,6"
102022,1,17.3,164,"926,8","0,6"
112022,1,17.1,"86,2","927,6","0,7"
122022,1,20.6,"132,6","924,5","0,6"
012023,1,20.7,"166,8","925,6","0,6"
022023,1,20.6,110,"925,9","0,6"
032023,1,20.9,94,"927,6","0,5"
042023,1,16.9,"20,6","927,8","0,4"
052023,1,14.2,,"930,5","0,3"
062023,1,12.3,,"931,5","0,4"
072023,1,13.3,,"931,3","0,4"
082023,1,13.9,,"929,2","0,4"
092023,1,18.3,,"927,4","0,7"
102023,1,18.2,"497,2","925,6","0,6"
112023,1,20.2,"141,8","925,2","0,6"
122023,1,22.3,133,"925,9","0,5"
012024,1,21.5,"118,4",926,"0,5"
022024,1,22.1,"189,4","927,4","0,4"
032024,1,21.2,"164,4","927,4","0,4"
042024,1,19.7,"216,4","927,9","0,4"
052024,1,17.1,"125,6","928,4","0,6"
062024,1,14.7,39,"929,9","0,4"
072024,1,12.4,"170,2","932,8","0,3"
082024,1,13.4,"22,2",931,"0,5"
092024,1,18.1,156,"928,2","0,5"
102024,1,18.8,"142,4","927,5","0,5"
112024,1,20.5,"143,4","925,8","0,4"
122024,1,20.4,"276,6","924,7","0,5"
012014,1,26.0,"246,2","1006,1","1,2"
022014,1,26.1,"108,8","1006,1","1,2"
032014,1,23.8,"221,6","1007,2","0,9"
042014,1,21.7,"170,8","1009,7","0,7"
052014,1,19.6,"68,2","1010,3","0,7"
062014,1,18.4,"157,4","1011,5","0,6"
072014,1,17.1,"38,4","1015,1","0,7"
082014,1,18.1,65,"1012,8","0,8"
092014,1,19.9,"153,4","1009,9",1
102014,1,21.4,"76,2","1010,1","1,1"
112014,1,22.5,"119,6","1006,9","1,1"
122014,1,24.2,"232,4","1005,6","1,1"
012015,1,25.6,"216,8","1006,4","1,1"
022015,1,24.6,409,"1005,6","0,9"
032015,1,23.5,"233,4","1007,2","0,8"
042015,1,21.9,"133,4","1009,3","0,7"
052015,1,19.7,"115,4","1011,3","0,6"
062015,1,18.2,"85,6","1013,5","0,7"
072015,1,18.1,0,"1011,6","0,7"
082015,1,20.1,0,"1011,6","0,9"
092015,1,20.1,0,"1007,9",1
102015,1,20.3,"47,8","1009,3","0,9"
112015,1,21.6,,1006,"0,9"
122015,1,24.4,"12,4","1005,4","0,9"
012016,1,24.5,0,"1005,5",1
022016,1,25.5,"0,2","1005,8","0,8"
032016,1,23.9,"51,4",1008,"0,7"
042016,1,24.5,"52,8","1007,6","0,8"
052016,1,18.3,"166,4",1012,"0,7"
062016,1,14.6,173,"1015,2","0,7"
072016,1,16.2,"91,4","1012,7","0,8"
082016,1,17.1,"162,2","1011,6","0,9"
092016,1,18.9,"101,4","1011,7","1,3"
102016,1,20.0,"189,8",1009,"1,2"
112016,1,21.3,"142,6","1007,5","1,1"
122016,1,23.5,"178,4","1005,3","0,9"
012017,1,24.9,"469,8","1005,4","0,8"
022017,1,25.5,"187,2","1005,7","0,9"
032017,1,23.0,277,1008,"0,7"
042017,1,21.3,"141,6","1009,9","0,7"
052017,1,20.2,"171,6","1010,4","0,7"
062017,1,18.2,"128,6","1012,5","0,7"
072017,1,17.2,"30,6",1018,"0,6"
082017,1,18.4,80,"1012,4","0,9"
092017,1,21.2,"78,8","1012,4","0,8"
102017,1,21.2,213,"1007,2",1
112017,1,21.5,"105,6","1006,1","0,9"
122017,1,23.5,"302,6",1005,"0,8"
012018,1,24.2,"329,2","1005,2","0,7"
022018,1,23.6,"140,4","1006,4","0,7"
032018,1,24.2,"382,6","1005,4","0,6"
042018,1,23.0,93,"1010,4","0,7"
052018,1,20.4,"47,2","1011,8","0,6"
062018,1,17.5,,1012,"0,5"
072018,1,17.8,,"1012,6","0,8"
082018,1,16.9,,,
092018,1,,,,
102018,1,,,,
112018,1,,,,
122018,1,24.8,"150,8","1006,5",1
012019,1,26.5,"280,4","1006,5","0,8"
022019,1,24.1,273,"1005,7","0,6"
032019,1,23.6,"125,8","1008,3","0,5"
042019,1,23.0,"105,6","1007,5","0,4"
052019,1,21.0,"202,6","1008,9","0,3"
062019,1,19.3,"146,8","1012,8","0,2"
072019,1,17.1,"30,4","1013,1","0,3"
082019,1,17.2,74,"1015,5","0,4"
092019,1,18.3,162,"1011,5","0,4"
102019,1,21.9,"122,6","1008,6","0,5"
112019,1,22.2,175,1007,"0,3"
122019,1,23.6,"43,4",1006,"0,4"
012020,1,24.5,"156,4","1004,5","0,2"
022020,1,23.6,"353,4",1007,"0,2"
032020,1,23.6,83,"1008,8","0,1"
042020,1,21.6,"27,2","1010,2","0,1"
052020,1,19.1,"13,4","1010,5","0,1"
062020,1,18.9,"121,2","1011,1","0,1"
072020,1,17.4,"73,4","1011,9","0,3"
082020,1,17.6,"110,6","1013,5","0,3"
092020,1,19.8,"51,4","1010,8","0,4"
102020,1,21.4,"105,6","1008,1","0,2"
112020,1,21.9,"100,4","1008,1","0,3"
122020,1,,,,
012021,1,,,,
022021,1,24.1,,"1004,8","0,2"
032021,1,24.3,"210,8","1005,9","0,1"
042021,1,21.1,"126,6","1010,3",0
052021,1,18.9,"91,4","1010,6","0,1"
062021,1,17.4,"120,2","1012,6",0
072021,1,15.7,"30,4","1014,8","0,1"
082021,1,17.6,136,"1013,8","0,1"
092021,1,19.8,101,"1010,3","0,1"
102021,1,19.9,,,
112021,1,22.2,,"1006,4",
122021,1,22.6,,"1005,5",
012022,1,25.2,,"1004,8",
022022,1,25.1,,"1005,6","0,2"
032022,1,24.8,,"1006,2","0,1"
042022,1,21.2,,1009,0
052022,1,19.4,,,
062022,1,,,,
072022,1,,,,
082022,1,16.5,,,
092022,1,17.1,"232,2","1011,8","1,1"
102022,1,20.3,198,"1008,1","1,1"
112022,1,20.5,"326,6","1008,9","1,4"
122022,1,23.1,"366,8","1004,9","0,9"
012023,1,24.3,"354,8","1005,3","0,9"
022023,1,24.7,"324,2","1005,2",1
032023,1,24.3,"311,2","1007,4","0,7"
042023,1,21.4,187,"1008,5","0,6"
052023,1,20.3,"56,2","1011,6","0,4"
062023,1,18.7,"102,6","1012,6","0,4"
072023,1,17.6,"96,6","1013,4","0,5"
082023,1,18.8,"163,6","1010,6","0,8"
092023,1,21.2,"119,8","1008,4","0,8"
102023,1,19.8,"546,6","1007,3","0,4"
112023,1,22.7,246,"1005,7","0,6"
122023,1,25.0,"99,6","1005,9","0,5"
012024,1,24.4,297,"1005,6","0,4"
022024,1,25.5,"305,6",1007,"0,4"
032024,1,25.0,"141,6","1007,2","0,2"
042024,1,23.4,"299,8","1008,1",0
052024,1,21.0,"137,2","1009,1","0,1"
062024,1,19.4,"66,4","1010,8",0
072024,1,16.2,163,"1015,2","0,2"
082024,1,17.1,"75,6","1012,9","0,4"
092024,1,19.9,134,"1009,7","0,2"
102024,1,21.4,"142,8","1008,8",
112024,1,22.3,"285,4","1006,6",
122024,1,23.1,"280,6",1005,
012014,1,21.7,"146,8","894,3",
022014,1,22.0,"135,6","893,7",
032014,1,,,,
042014,1,,,,
052014,1,,,,
062014,1,14.9,"198,8","896,1",
072014,1,14.0,"116,6","898,5",
082014,1,16.5,"29,2","897,3",
092014,1,17.4,"262,2","894,9",
102014,1,20.0,51,"895,1",
112014,1,19.3,"109,4","892,5",
122014,1,20.2,"178,2","892,7",
012015,1,22.0,100,"894,5",
022015,1,20.3,181,"893,2",
032015,1,19.5,"179,8","893,8",
042015,1,18.4,24,"894,8",
052015,1,15.5,"147,8","896,1",
062015,1,15.1,"44,8","898,1",
072015,1,14.5,"318,8","896,6",
082015,1,17.7,"49,8","896,9",
092015,1,18.6,"215,2","893,6",
102015,1,19.3,240,"894,2",
112015,1,19.2,"299,4","891,9",
122015,1,20.4,"216,2","893,2",
012016,1,20.8,"140,2","892,1",
022016,1,21.2,"310,6","893,9",
032016,1,19.9,"87,6","894,8",
042016,1,20.8,"52,6","895,1",
052016,1,14.6,187,"896,5",
062016,1,12.8,"100,2","897,8",
072016,1,14.9,"63,2","896,8",
082016,1,15.6,"167,8","895,9",
092016,1,15.9,"44,8","895,8",
102016,1,17.4,"96,8","893,6",
112016,1,18.9,75,"892,6",
122016,1,20.2,144,"892,6",
012017,1,21.4,,,
022017,1,,,,
032017,1,,,,
042017,1,16.3,,,
052017,1,16.6,"180,6","895,4",
062017,1,14.6,222,"897,2",
072017,1,14.3,1,"900,9",
082017,1,16.1,"116,6","896,2",
092017,1,20.5,"57,6","897,1",
102017,1,18.1,"333,6","893,2",
112017,1,18.4,"249,6","891,7",
122017,1,20.0,"354,8","891,7",
012018,1,19.9,"192,2","892,8",
022018,1,19.3,"76,6","892,8",
032018,1,21.1,"80,8","892,7",
042018,1,19.5,"5,4","896,4",
052018,1,16.7,"38,8","896,8",
062018,1,15.6,"77,8","897,1",
072018,1,16.8,"18,4","897,2",
082018,1,14.2,"94,6",897,
092018,1,17.3,"92,6","893,9",
102018,1,17.9,"216,4","893,1",
112018,1,19.1,"85,2",893,
122018,1,21.6,102,"893,2",
012019,1,22.4,"170,8","894,9",
022019,1,20.5,260,"892,9",
032019,1,20.3,"148,8","894,8",
042019,1,,,,
052019,1,17.3,"117,4",895,
062019,1,16.4,98,"898,1",
072019,1,15.0,39,"897,3",
082019,1,,,,
092019,1,,,,
102019,1,,,,
112019,1,,,,
122019,1,20.2,179,"892,5",
012020,1,20.8,,,
022020,1,,,,
032020,1,,,,
042020,1,,,,
052020,1,,,,
062020,1,,,,
072020,1,,,,
082020,1,,,,
092020,1,,,,
102020,1,,,,
112020,1,,,,
122020,1,,,,
012021,1,,,,
022021,1,,,,
032021,1,,,,
042021,1,,,,
052021,1,,,,
062021,1,,,,
072021,1,,,,
082021,1,,,,
092021,1,,,,
102021,1,,,,
112021,1,,,,
122021,1,,,,
012022,1,,,,
022022,1,,,,
032022,1,,,,
042022,1,,,,
052022,1,14.4,"118,8","895,3","2,8"
062022,1,14.1,"79,2","895,8","2,8"
072022,1,16.9,"15,4","896,6","2,5"
082022,1,14.5,135,"896,5","3,1"
092022,1,14.2,"203,4",895,"3,3"
102022,1,17.8,275,"893,4","2,7"
112022,1,17.2,"73,2","893,3","3,2"
122022,1,19.6,"182,2","891,3","2,4"
012023,1,20.0,"134,2","892,4","2,5"
022023,1,19.8,270,"893,1","2,4"
032023,1,20.8,"182,6","894,5","2,2"
042023,1,17.9,"161,2","894,1","2,4"
052023,1,16.8,"10,8","896,5","1,9"
062023,1,15.0,"101,4","897,6","2,2"
072023,1,14.7,"103,4","897,6","2,1"
082023,1,16.8,"106,8","895,4","2,5"
092023,1,19.8,"91,8","894,4","2,6"
102023,1,19.0,"302,2","892,3","2,6"
112023,1,20.5,"159,8","892,2","2,5"
122023,1,22.1,"107,8","892,9","2,3"
012024,1,21.0,"112,4","892,8","2,4"
022024,1,21.8,"50,4","894,3","2,1"
032024,1,22.0,"48,2","894,2","2,3"
042024,1,,,,
052024,1,,,,
062024,1,,,,
072024,1,,,,
082024,1,18.4,,,
092024,1,21.1,"61,6",895,"2,4"
102024,1,19.5,"88,2","893,7","2,7"
112024,1,20.2,"114,6","892,3","2,3"
122024,1,19.9,329,"891,5","2,2"
012014,1,24.0,"196,2","935,7","0,2"
022014,1,24.6,"142,2",935,"0,6"
032014,1,22.3,"171,2","935,7","0,6"
042014,1,20.5,"105,8","937,2","0,5"
052014,1,18.1,"110,2","937,7","0,4"
062014,1,,,,
072014,1,,,,
082014,1,18.7,"33,4","939,7","0,6"
092014,1,19.8,230,937,"1,1"
102014,1,22.4,"40,2","936,8","1,5"
112014,1,22.0,"139,4","934,3","1,1"
122014,1,22.9,"192,4","934,3","0,8"
012015,1,24.7,"147,6","935,9","0,7"
022015,1,22.8,"225,4","934,8","0,6"
032015,1,21.9,73,"935,5","0,8"
042015,1,20.8,"65,4","936,8","0,8"
052015,1,17.9,"119,6","938,5","0,9"
062015,1,17.6,12,"940,7","1,1"
072015,1,17.1,"247,4","939,2","0,7"
082015,1,20.1,"39,4","939,1",1
092015,1,21.0,"187,2","935,5",1
102015,1,21.7,"272,4",936,"1,7"
112015,1,21.5,"427,2","933,6","1,3"
122015,1,22.7,"278,2","934,9","0,9"
012016,1,23.2,"263,2","933,6",2
022016,1,23.7,"207,4","935,4","0,9"
032016,1,22.4,"93,4","936,5",1
042016,1,23.5,"47,8","936,7","0,6"
052016,1,16.8,"245,2","939,2",1
062016,1,15.1,"80,4","940,7","0,8"
072016,1,17.2,"39,8","939,5","0,6"
082016,1,18.1,"144,6","938,3","0,9"
092016,1,18.3,"63,8","938,2","1,3"
102016,1,20.1,"152,4","935,6",2
112016,1,21.6,"96,4","934,5","1,9"
122016,1,23.0,"154,2","934,1","1,1"
012017,1,23.0,,"934,9","0,5"
022017,1,24.2,,935,"0,7"
032017,1,,,,
042017,1,19.0,,,
052017,1,18.8,"221,4","937,7","2,6"
062017,1,16.8,"126,6","939,9","2,3"
072017,1,16.7,0,"943,8","2,9"
082017,1,18.0,"101,4","938,6","2,9"
092017,1,22.6,"20,4","938,9","2,8"
102017,1,20.8,"191,2","935,1","2,9"
112017,1,21.0,"211,8","933,5",3
122017,1,22.7,"232,2","933,3","2,4"
012018,1,22.6,"174,4","934,5","2,3"
022018,1,21.9,"107,2","934,6","2,5"
032018,1,23.6,"148,6","934,2","2,2"
042018,1,21.6,"10,4","938,3","2,2"
052018,1,19.1,"28,6","939,1","2,4"
062018,1,17.9,"38,8","939,7","1,8"
072018,1,19.3,5,"939,5","2,1"
082018,1,16.5,"119,6","939,8","2,7"
092018,1,19.5,"120,2","936,1","2,6"
102018,1,20.6,"153,2","935,1",3
112018,1,21.7,109,"934,7","3,5"
122018,1,24.3,"78,6","934,8","2,5"
012019,1,25.1,"209,2","936,3","2,1"
022019,1,23.1,"152,8","934,4","2,4"
032019,1,22.8,"79,4","936,5","2,5"
042019,1,22.1,"46,4",936,2
052019,1,19.8,65,"937,1",2
062019,1,18.9,84,"940,5","2,1"
072019,1,17.2,"42,2","939,9","2,4"
082019,1,18.5,"4,2","941,1",3
092019,1,21.1,"80,8","937,3","3,2"
102019,1,23.5,"25,8","935,5","3,1"
112019,1,22.6,"250,4","933,9","3,4"
122019,1,22.5,"189,4","934,2","2,6"
012020,1,23.2,"174,2","933,4","2,4"
022020,1,22.4,"134,8","935,1","2,9"
032020,1,22.4,"26,6","936,4","2,8"
042020,1,20.5,"33,6","937,8","2,7"
052020,1,17.9,"80,4","938,6","2,2"
062020,1,18.5,153,"938,9","2,3"
072020,1,17.7,"38,6","938,9","2,5"
082020,1,17.5,"147,2","939,7","2,7"
092020,1,22.6,"11,6","937,1",3
102020,1,22.6,"80,4","934,9","3,1"
112020,1,22.1,11,"935,1",3
122020,1,22.5,"137,2",934,"2,6"
012021,1,22.7,"311,2","934,3","2,3"
022021,1,22.8,,"933,5","2,3"
032021,1,,,,
042021,1,,,,
052021,1,,,,
062021,1,,,,
072021,1,,,,
082021,1,,,,
092021,1,,,,
102021,1,,,,
112021,1,,,,
122021,1,,,,
012022,1,,,,
022022,1,,,,
032022,1,,,,
042022,1,,,,
052022,1,17.1,"76,8","937,9","2,4"
062022,1,16.3,"81,6","938,4","1,4"
072022,1,19.1,"5,2","938,9","0,9"
082022,1,17.0,"101,8","939,2","1,6"
092022,1,16.9,"167,8","937,5","2,9"
102022,1,20.2,"265,8","935,4","1,9"
112022,1,19.7,"94,6","935,3","2,7"
122022,1,21.9,"208,8",933,"1,4"
012023,1,22.2,"145,4",934,"1,1"
022023,1,21.7,"413,2","934,9","0,7"
032023,1,23.1,"168,4",936,"1,1"
042023,1,20.1,"87,6","936,1","2,1"
052023,1,19.1,"15,6","938,8","1,3"
062023,1,17.3,"102,6","940,3","1,5"
072023,1,17.0,"69,6","940,3","1,6"
082023,1,18.9,64,"937,7","1,9"
092023,1,22.3,"41,8","936,1","2,6"
102023,1,21.3,288,"934,1","2,2"
112023,1,22.7,"216,2","933,8","2,2"
122023,1,24.5,"57,4","934,2","2,5"
012024,1,23.5,142,"934,2","2,3"
