Data,TemperaturaMedia C,Cidade,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Estado
82020,14.2,campos novos,179,"911,8","3,6",2.0
92020,17.6,campos novos,"64,2",910,"3,9",2.0
102020,19.1,campos novos,"43,8","908,3","4,1",2.0
112020,18.7,campos novos,"115,6","908,6","3,9",2.0
122020,20.5,campos novos,"244,6","907,1","3,6",2.0
12021,20.3,campos novos,,"907,3","3,4",2.0
22021,19.7,campos novos,,"907,2","2,8",2.0
32021,20.7,campos novos,,"908,2","2,8",2.0
42021,16.8,campos novos,"17,8","911,2","3,5",2.0
52021,13.8,campos novos,"166,2","910,7","2,9",2.0
62021,11.8,campos novos,"165,8","911,8","3,4",2.0
72021,10.8,campos novos,"51,8","913,4","3,4",2.0
82021,15.3,campos novos,"36,6","912,3","4,2",2.0
92021,16.7,campos novos,"221,8","909,6","3,8",2.0
102021,16.5,campos novos,"213,8","908,8","4,1",2.0
112021,19.6,campos novos,"109,8",907,4,2.0
122021,20.7,campos novos,"33,8","906,5","4,2",2.0
12022,21.5,campos novos,125,"907,1","3,7",2.0
22022,21.1,campos novos,"165,8","907,6","3,1",2.0
32022,19.2,campos novos,357,"908,4","3,3",2.0
42022,16.5,campos novos,"167,4","909,6","3,5",2.0
52022,12.4,campos novos,"309,8","910,2","3,1",2.0
62022,11.5,campos novos,313,"910,6","3,2",2.0
72022,15.3,campos novos,"72,8","910,7","3,4",2.0
82022,12.4,campos novos,"172,4","911,7","3,9",2.0
92022,12.7,campos novos,"99,2","910,4","4,2",2.0
102022,16.2,campos novos,"293,6",908,"3,5",2.0
112022,16.9,campos novos,"45,6","908,6","4,1",2.0
122022,20.5,campos novos,"175,6","904,9","3,7",2.0
12023,20.8,campos novos,"129,4","905,5","3,4",2.0
22023,19.7,campos novos,"91,4","905,4","2,8",2.0
32023,20.2,campos novos,"150,6","906,5","3,3",2.0
42023,16.5,campos novos,"98,4",906,"3,4",2.0
52023,15.0,campos novos,"80,8","908,3","2,9",2.0
62023,13.4,campos novos,"168,6","908,7","2,8",2.0
72023,13.4,campos novos,"182,2","908,2","3,2",2.0
82023,14.6,campos novos,"101,2","906,1","3,2",2.0
92023,18.0,campos novos,"184,8","904,3","4,1",2.0
102023,17.3,campos novos,464,"902,8","3,8",2.0
112023,19.1,campos novos,"459,6","901,9","4,1",2.0
122023,21.5,campos novos,,"902,5","3,5",2.0
12024,20.5,campos novos,"200,2","902,6","3,6",2.0
22024,21.9,campos novos,,"903,5","3,5",2.0
32024,20.8,campos novos,"113,6","903,3","2,9",2.0
42024,19.7,campos novos,"183,4","903,2","3,3",2.0
52024,15.3,campos novos,"279,4","903,4","3,2",2.0
62024,15.7,campos novos,"166,8","904,2","3,1",2.0
72024,13.0,campos novos,"146,8","907,2","3,2",2.0
82024,14.8,campos novos,"45,4","905,7","3,5",2.0
92024,18.5,campos novos,"99,8","903,1","3,8",2.0
102024,18.3,campos novos,"160,2","902,2","4,3",2.0
112024,19.6,campos novos,"125,4","900,7","4,1",2.0
122024,19.5,campos novos,"216,6","899,3","3,5",2.0
112016,,cambara do sul,,,,1.0
122016,18.5,cambara do sul,154,"899,8","2,9",1.0
12017,19.7,cambara do sul,"141,4","900,9","2,8",1.0
22017,20.5,cambara do sul,,901,"2,6",1.0
32017,17.5,cambara do sul,101,"902,6","3,1",1.0
42017,14.9,cambara do sul,"87,4","903,2","3,1",1.0
52017,13.8,cambara do sul,200,"903,2","2,8",1.0
62017,11.9,cambara do sul,121,904,3,1.0
72017,12.1,cambara do sul,"8,2","908,8","2,8",1.0
82017,13.2,cambara do sul,91,"903,5","3,1",1.0
92017,16.6,cambara do sul,126,"904,7","2,7",1.0
102017,15.2,cambara do sul,"197,2","900,1","3,3",1.0
112017,15.3,cambara do sul,145,"899,4",3,1.0
122017,18.3,cambara do sul,"81,8","899,5","2,9",1.0
12018,18.5,cambara do sul,141,"900,2","3,1",1.0
22018,17.7,cambara do sul,"114,4","901,1","2,8",1.0
32018,18.1,cambara do sul,"145,2","900,2","2,6",1.0
42018,17.2,cambara do sul,"72,2","904,5","2,4",1.0
52018,13.2,cambara do sul,77,"904,4","2,7",1.0
62018,10.6,cambara do sul,"177,8","903,8","3,1",1.0
72018,12.1,cambara do sul,"188,2","904,1","3,3",1.0
82018,10.4,cambara do sul,"86,6","904,3","3,2",1.0
92018,14.4,cambara do sul,"162,8","901,9",3,1.0
102018,14.6,cambara do sul,"265,6","901,3","3,1",1.0
112018,17.1,cambara do sul,"99,6",901,"3,1",1.0
122018,18.5,cambara do sul,"139,6","900,8",3,1.0
12019,21.1,cambara do sul,285,902,3,1.0
22019,18.3,cambara do sul,182,"901,1","2,9",1.0
32019,17.3,cambara do sul,"112,2",903,"2,8",1.0
42019,16.8,cambara do sul,"140,8","902,1","2,6",1.0
52019,,cambara do sul,,,,1.0
62019,14.1,cambara do sul,"21,4","905,1","2,9",1.0
72019,10.9,cambara do sul,"97,6","904,4","2,9",1.0
82019,11.3,cambara do sul,"51,6","906,4","3,1",1.0
92019,13.7,cambara do sul,"75,8","903,2",3,1.0
102019,16.3,cambara do sul,248,"902,1",3,1.0
112019,16.8,cambara do sul,"123,6","900,6",3,1.0
122019,18.6,cambara do sul,"57,6","900,1",3,1.0
12020,18.9,cambara do sul,"332,4","899,9","2,9",1.0
22020,18.1,cambara do sul,"72,6","901,9","2,9",1.0
32020,18.4,cambara do sul,20,"903,2","2,5",1.0
42020,14.6,cambara do sul,"35,4","903,5",3,1.0
52020,12.8,cambara do sul,"66,4","902,8","3,2",1.0
62020,12.2,cambara do sul,,,,1.0
72020,,cambara do sul,,,,1.0
82020,12.9,cambara do sul,"97,4","904,6","2,6",1.0
92020,14.1,cambara do sul,"117,8",903,3,1.0
102020,15.5,cambara do sul,"110,2","901,3","3,2",1.0
112020,15.7,cambara do sul,"161,8","901,8","2,8",1.0
122020,17.9,cambara do sul,151,"900,1","3,1",1.0
12021,18.9,cambara do sul,199,"900,4",3,1.0
22021,18.2,cambara do sul,67,"900,3",3,1.0
32021,17.9,cambara do sul,"89,8","900,9","2,6",1.0
42021,15.2,cambara do sul,"35,2","904,2","2,6",1.0
52021,11.4,cambara do sul,"196,8","902,9","2,8",1.0
62021,10.2,cambara do sul,"129,6","904,1","3,2",1.0
72021,10.3,cambara do sul,"35,6","905,5","3,2",1.0
82021,12.9,cambara do sul,81,"905,3",3,1.0
92021,14.4,cambara do sul,"141,2","902,3","3,2",1.0
102021,14.2,cambara do sul,"91,8","901,9","3,1",1.0
112021,16.4,cambara do sul,"113,8","899,9",3,1.0
122021,17.3,cambara do sul,53,"900,1","2,9",1.0
12022,19.9,cambara do sul,"199,4","900,3","2,9",1.0
22022,19.4,cambara do sul,"73,2","900,4","2,6",1.0
32022,17.4,cambara do sul,"152,8","901,3",3,1.0
42022,14.9,cambara do sul,"125,8","902,4","2,6",1.0
52022,10.9,cambara do sul,"288,4","902,5","3,1",1.0
62022,9.8,cambara do sul,271,"902,9","2,9",1.0
72022,14.2,cambara do sul,"99,6","902,9","3,3",1.0
82022,10.9,cambara do sul,"103,4","904,5","3,1",1.0
92022,11.2,cambara do sul,"94,4","903,1","3,3",1.0
102022,14.1,cambara do sul,99,901,"3,1",1.0
112022,14.7,cambara do sul,"67,2","902,8","3,2",1.0
122022,18.1,cambara do sul,"200,6","899,5",3,1.0
12023,19.5,cambara do sul,"125,6","900,5","2,7",1.0
22023,18.4,cambara do sul,"92,8","900,5","2,7",1.0
32023,19.4,cambara do sul,"139,6","902,2","2,8",1.0
42023,14.8,cambara do sul,"40,8","902,2","2,8",1.0
52023,13.9,cambara do sul,,,,1.0
62023,12.2,cambara do sul,"122,8","904,6","3,1",1.0
72023,11.7,cambara do sul,174,"904,5",3,1.0
82023,13.1,cambara do sul,"76,6","902,6",3,1.0
92023,15.2,cambara do sul,"412,4","901,2","3,3",1.0
102023,14.4,cambara do sul,"324,2","900,2","2,9",1.0
112023,17.0,cambara do sul,"479,6","899,5","3,1",1.0
122023,19.4,cambara do sul,"154,8","900,7",3,1.0
12024,18.6,cambara do sul,"180,6","901,1",3,1.0
22024,20.3,cambara do sul,"68,8","902,4","2,8",1.0
32024,19.3,cambara do sul,"58,6","902,2","2,5",1.0
42024,17.4,cambara do sul,"182,8","902,2",3,1.0
52024,13.5,cambara do sul,"650,4","901,9","3,3",1.0
62024,13.7,cambara do sul,"387,6","903,1","3,4",1.0
72024,10.8,cambara do sul,"72,4","906,7","2,6",1.0
82024,13.1,cambara do sul,"93,8","904,3","3,1",1.0
92024,16.2,cambara do sul,"100,6","902,2","3,1",1.0
102024,15.6,cambara do sul,127,"901,9","3,2",1.0
112024,17.5,cambara do sul,96,"900,8",3,1.0
122024,16.9,cambara do sul,"160,2","899,2","3,2",1.0
22019,,chapeco,,,,2.0
32019,21.2,chapeco,"146,6","937,6","3,1",2.0
42019,20.5,chapeco,146,937,"2,7",2.0
52019,17.9,chapeco,"299,6","937,7","3,2",2.0
62019,18.0,chapeco,"43,2","940,6","3,7",2.0
72019,14.4,chapeco,"93,4","940,7","3,3",2.0
82019,15.8,chapeco,"28,6","942,1","3,9",2.0
92019,19.4,chapeco,"56,4","937,8",4,2.0
102019,21.7,chapeco,"197,4","936,4","3,8",2.0
112019,22.6,chapeco,"183,2","934,6","3,5",2.0
122019,22.8,chapeco,"149,6","934,9","3,2",2.0
12020,23.6,chapeco,115,"934,2","3,3",2.0
22020,22.6,chapeco,"158,8","936,2","3,1",2.0
32020,23.4,chapeco,"33,2","937,4","2,9",2.0
42020,18.8,chapeco,"87,8","939,3","3,1",2.0
52020,15.6,chapeco,"185,6","939,4","3,3",2.0
62020,16.4,chapeco,296,"938,4","4,2",2.0
72020,15.0,chapeco,"166,8","939,2","3,9",2.0
82020,17.3,chapeco,"117,8","939,8","3,5",2.0
92020,20.5,chapeco,"40,2","937,4","3,8",2.0
102020,22.1,chapeco,"19,2","935,7","3,5",2.0
112020,22.0,chapeco,"138,6",936,"3,6",2.0
122020,23.6,chapeco,"239,2","934,3","3,4",2.0
12021,22.7,chapeco,,"934,5","3,8",2.0
22021,22.0,chapeco,"76,8","935,1",3,2.0
32021,22.2,chapeco,"97,8","935,7",3,2.0
42021,19.6,chapeco,23,"938,9","3,1",2.0
52021,16.1,chapeco,"67,6","939,1","3,1",2.0
62021,13.7,chapeco,"185,6","940,3","3,3",2.0
72021,13.4,chapeco,56,"942,2","3,4",2.0
82021,17.6,chapeco,,"941,4","3,5",2.0
92021,,chapeco,,,,2.0
102021,19.2,chapeco,"323,6","936,4","3,5",2.0
112021,22.5,chapeco,108,"934,5","3,3",2.0
122021,24.6,chapeco,"7,4","933,6","3,4",2.0
12022,24.8,chapeco,"89,6","934,1","3,5",2.0
22022,24.2,chapeco,104,"934,9","3,1",2.0
32022,21.5,chapeco,"209,6",936,"3,3",2.0
42022,18.9,chapeco,"268,6","937,3","3,3",2.0
52022,14.5,chapeco,306,"938,9","3,3",2.0
62022,13.7,chapeco,"207,8","939,1","3,3",2.0
72022,18.1,chapeco,"78,6","938,5","4,2",2.0
82022,15.1,chapeco,"175,2","939,9","3,7",2.0
92022,15.4,chapeco,145,"938,5","3,7",2.0
102022,18.4,chapeco,"361,6","936,1","3,4",2.0
112022,20.2,chapeco,49,"937,1","3,8",2.0
122022,23.6,chapeco,"89,8","933,6","3,2",2.0
12023,23.9,chapeco,"137,8","934,8",3,2.0
22023,22.3,chapeco,111,"935,4","2,9",2.0
32023,23.1,chapeco,"86,6","936,8","2,8",2.0
42023,19.2,chapeco,"156,2","937,2","2,8",2.0
52023,17.4,chapeco,"208,4",940,"2,9",2.0
62023,15.5,chapeco,"182,6","940,8","3,6",2.0
72023,16.3,chapeco,"191,6","940,2","3,5",2.0
82023,17.6,chapeco,"102,6",938,"3,6",2.0
92023,20.8,chapeco,"219,6","935,8","4,3",2.0
102023,19.6,chapeco,"493,6","934,7","3,6",2.0
112023,22.4,chapeco,401,"933,9",4,2.0
122023,23.9,chapeco,"197,2","935,1","3,3",2.0
12024,23.4,chapeco,"195,6","935,1","3,6",2.0
22024,24.2,chapeco,,"936,3",3,2.0
32024,23.3,chapeco,"136,8","936,6","3,1",2.0
42024,22.1,chapeco,181,"936,7","3,5",2.0
52024,17.1,chapeco,"276,8","937,8",4,2.0
62024,17.9,chapeco,"196,2","938,7",4,2.0
72024,14.5,chapeco,"169,8","942,2","3,3",2.0
82024,17.2,chapeco,119,"940,2","3,9",2.0
92024,21.0,chapeco,"90,4","936,9","3,9",2.0
102024,21.1,chapeco,209,"936,1","3,7",2.0
112024,22.6,chapeco,"162,2","934,7","3,3",2.0
122024,22.4,chapeco,,"933,8","3,4",2.0
32016,,serafina correa,,,,3.0
42016,19.2,serafina correa,,,,3.0
52016,12.9,serafina correa,"46,4","962,2","1,1",3.0
62016,9.2,serafina correa,11,"964,5",1,3.0
72016,12.2,serafina correa,"170,6","961,4","1,3",3.0
82016,13.9,serafina correa,"129,4","960,5","1,2",3.0
92016,14.3,serafina correa,54,"961,3","1,5",3.0
102016,17.8,serafina correa,"321,2","957,7","1,5",3.0
112016,19.4,serafina correa,"68,8","957,3","1,3",3.0
122016,22.1,serafina correa,"175,2","955,4","1,4",3.0
12017,22.8,serafina correa,135,"956,4","1,3",3.0
22017,23.2,serafina correa,"156,8","956,2","1,3",3.0
32017,20.8,serafina correa,204,"958,5","1,2",3.0
42017,17.4,serafina correa,212,"959,9","1,2",3.0
52017,16.2,serafina correa,345,"959,9","1,2",3.0
62017,13.6,serafina correa,166,"961,6","1,2",3.0
72017,13.1,serafina correa,"29,6","966,2","1,2",3.0
82017,15.0,serafina correa,"103,8","960,7","1,4",3.0
92017,19.4,serafina correa,"131,4","960,9","1,3",3.0
102017,18.3,serafina correa,"271,2","956,6","1,6",3.0
112017,18.6,serafina correa,"221,6","955,8","1,4",3.0
122017,22.3,serafina correa,120,"955,1","1,3",3.0
12018,22.1,serafina correa,187,"955,8","1,3",3.0
22018,21.0,serafina correa,83,"956,9","1,1",3.0
32018,20.5,serafina correa,125,"956,3","1,1",3.0
42018,20.1,serafina correa,"41,4","960,7",1,3.0
52018,15.6,serafina correa,,,,3.0
62018,12.0,serafina correa,,"962,3","1,2",3.0
72018,13.2,serafina correa,"186,4","961,8","1,3",3.0
82018,11.9,serafina correa,"167,4","962,4","1,3",3.0
92018,17.3,serafina correa,"220,8","958,3","1,3",3.0
102018,18.2,serafina correa,"247,8","957,7","1,4",3.0
112018,21.1,serafina correa,224,"956,7","1,5",3.0
122018,21.6,serafina correa,177,"956,6","1,3",3.0
12019,24.1,serafina correa,"175,2","957,2","1,3",3.0
22019,21.3,serafina correa,196,"956,8","1,1",3.0
32019,19.9,serafina correa,"154,6","959,1","1,1",3.0
42019,19.3,serafina correa,"153,2","958,3",1,3.0
52019,17.0,serafina correa,"208,6","959,3","1,1",3.0
62019,15.5,serafina correa,"34,6","961,9","1,1",3.0
72019,11.9,serafina correa,"120,2","962,4","1,1",3.0
82019,13.3,serafina correa,"72,6",964,"1,3",3.0
92019,15.7,serafina correa,"74,8","959,9","1,3",3.0
102019,19.0,serafina correa,"318,4","958,1","1,3",3.0
112019,21.1,serafina correa,"192,4","956,2","1,4",3.0
122019,22.9,serafina correa,"48,4","955,6","1,5",3.0
12020,22.8,serafina correa,153,"955,4","1,3",3.0
22020,22.2,serafina correa,89,"957,5","1,3",3.0
32020,22.2,serafina correa,"10,4","958,7","1,1",3.0
42020,16.9,serafina correa,"43,8","960,7","1,2",3.0
52020,14.0,serafina correa,"131,4","960,6","1,3",3.0
62020,14.7,serafina correa,"184,2","959,8","1,4",3.0
72020,11.9,serafina correa,"500,2","960,8","1,2",3.0
82020,14.0,serafina correa,"115,6","961,8","1,1",3.0
92020,16.7,serafina correa,"102,4","959,4","1,3",3.0
102020,19.2,serafina correa,"30,2","957,5","1,5",3.0
112020,20.1,serafina correa,86,"957,9","1,4",3.0
122020,22.1,serafina correa,"118,8","955,6","1,4",3.0
12021,22.5,serafina correa,"381,4","955,7","1,3",3.0
22021,21.0,serafina correa,"92,8","956,2","1,1",3.0
32021,20.9,serafina correa,126,"956,9",1,3.0
42021,17.9,serafina correa,"13,2","960,7","1,1",3.0
52021,12.6,serafina correa,"223,8","960,8","1,1",3.0
62021,,serafina correa,,"962,2","1,2",3.0
72021,10.6,serafina correa,"41,4","963,7","1,1",3.0
82021,15.1,serafina correa,"112,4",962,"1,2",3.0
92021,17.4,serafina correa,"186,8","958,8","1,4",3.0
102021,17.8,serafina correa,"191,4","958,2","1,3",3.0
112021,20.6,serafina correa,"52,2","955,9","1,4",3.0
122021,22.4,serafina correa,"78,4","955,4","1,3",3.0
12022,24.4,serafina correa,"103,6","955,2","1,4",3.0
22022,22.6,serafina correa,"107,6","955,9","1,2",3.0
32022,20.5,serafina correa,"235,4","957,2","1,3",3.0
42022,17.4,serafina correa,165,"958,9","1,1",3.0
52022,13.0,serafina correa,"315,4","960,6","1,2",3.0
62022,10.7,serafina correa,,961,1,3.0
72022,15.5,serafina correa,"91,4","959,6","1,3",3.0
82022,13.3,serafina correa,129,962,"1,2",3.0
92022,14.5,serafina correa,"74,4","960,6","1,4",3.0
102022,17.1,serafina correa,"83,8","957,8","1,4",3.0
112022,18.6,serafina correa,81,"959,3","1,4",3.0
122022,22.0,serafina correa,"160,2","954,9","1,2",3.0
12023,23.6,serafina correa,"83,4","955,6","1,2",3.0
22023,21.7,serafina correa,"86,8","956,3","1,1",3.0
32023,22.4,serafina correa,"180,4","957,8","1,1",3.0
42023,17.5,serafina correa,"85,2","958,8","1,1",3.0
52023,15.3,serafina correa,"167,8","961,4","0,8",3.0
62023,13.5,serafina correa,"177,8","962,4",1,3.0
72023,13.9,serafina correa,"225,8",962,"1,2",3.0
82023,14.9,serafina correa,"69,6","959,7","1,2",3.0
92023,17.4,serafina correa,"539,4","957,3","1,4",3.0
102023,17.7,serafina correa,"343,4","956,6","1,2",3.0
112023,20.2,serafina correa,"567,2","955,1","1,2",3.0
122023,22.6,serafina correa,"165,2","956,1","1,2",3.0
12024,22.1,serafina correa,"234,2","956,6","1,2",3.0
22024,23.7,serafina correa,"223,2","957,5","1,1",3.0
32024,21.8,serafina correa,"131,4","957,9",1,3.0
42024,20.2,serafina correa,"267,2","957,9","1,2",3.0
52024,14.9,serafina correa,"724,6","959,2","1,3",3.0
62024,16.1,serafina correa,404,"959,9","1,2",3.0
72024,13.3,serafina correa,,"964,6","0,9",3.0
82024,14.6,serafina correa,"82,8","961,6","1,3",3.0
92024,18.2,serafina correa,"148,4","958,3","1,3",3.0
102024,19.4,serafina correa,"149,6","957,9","1,4",3.0
112024,21.9,serafina correa,"52,8","956,2","1,4",3.0
122024,20.8,serafina correa,"198,6","955,1","1,4",3.0
32018,19.7,encruzilhada do sul,,,,1.0
42018,20.9,encruzilhada do sul,247,"968,9","2,1",1.0
52018,15.7,encruzilhada do sul,"56,6","969,6","2,5",1.0
62018,10.9,encruzilhada do sul,"123,2","969,9","2,4",1.0
72018,11.6,encruzilhada do sul,214,970,3,1.0
82018,12.0,encruzilhada do sul,"150,2","970,6","2,9",1.0
92018,16.7,encruzilhada do sul,"304,6","967,2","2,9",1.0
102018,17.1,encruzilhada do sul,"94,4","966,8","3,1",1.0
112018,20.6,encruzilhada do sul,"138,6","965,4","2,9",1.0
122018,21.5,encruzilhada do sul,"161,2",965,"2,7",1.0
12019,23.8,encruzilhada do sul,"205,2","965,4","2,8",1.0
22019,22.3,encruzilhada do sul,55,"965,6","2,4",1.0
32019,20.5,encruzilhada do sul,"71,4","967,7","2,7",1.0
42019,,encruzilhada do sul,,,,1.0
52019,16.3,encruzilhada do sul,"189,2","968,4","2,7",1.0
62019,16.4,encruzilhada do sul,58,"969,6","2,5",1.0
72019,11.8,encruzilhada do sul,"263,4","970,5","2,6",1.0
82019,12.9,encruzilhada do sul,"119,8","972,5","2,9",1.0
92019,14.6,encruzilhada do sul,"102,8","968,8","2,9",1.0
102019,18.3,encruzilhada do sul,354,"966,8","3,1",1.0
112019,20.4,encruzilhada do sul,"110,4","965,2","2,7",1.0
122019,23.2,encruzilhada do sul,"52,4","964,2","2,6",1.0
12020,23.0,encruzilhada do sul,"117,4","964,2","2,6",1.0
22020,22.6,encruzilhada do sul,"9,4","966,3","2,6",1.0
32020,23.0,encruzilhada do sul,29,"967,6","2,4",1.0
42020,18.3,encruzilhada do sul,"40,2",969,"2,7",1.0
52020,15.1,encruzilhada do sul,"171,2","968,3","2,6",1.0
62020,13.8,encruzilhada do sul,"151,6","967,6","2,7",1.0
72020,11.6,encruzilhada do sul,135,"968,8","2,8",1.0
82020,14.7,encruzilhada do sul,"85,8","970,2","2,8",1.0
92020,14.7,encruzilhada do sul,"228,4","968,3","2,9",1.0
102020,17.1,encruzilhada do sul,"105,4","966,6","3,2",1.0
112020,19.4,encruzilhada do sul,"72,8","967,2","2,9",1.0
122020,21.5,encruzilhada do sul,68,"964,5","2,8",1.0
12021,23.0,encruzilhada do sul,,964,"2,6",1.0
22021,21.8,encruzilhada do sul,"148,8","964,8","2,2",1.0
32021,,encruzilhada do sul,,"965,5","2,5",1.0
42021,,encruzilhada do sul,,,,1.0
52021,,encruzilhada do sul,,,,1.0
62021,,encruzilhada do sul,,,,1.0
72021,,encruzilhada do sul,,,,1.0
82021,,encruzilhada do sul,,,,1.0
92021,15.5,encruzilhada do sul,"261,6","967,5",3,1.0
102021,17.5,encruzilhada do sul,77,"967,2","2,8",1.0
112021,19.9,encruzilhada do sul,"68,6","964,8",3,1.0
122021,21.3,encruzilhada do sul,"46,6",965,"2,9",1.0
12022,24.8,encruzilhada do sul,"74,6","963,9","2,8",1.0
22022,22.9,encruzilhada do sul,"144,8","964,4","2,5",1.0
32022,20.1,encruzilhada do sul,"119,6","965,7","2,9",1.0
42022,17.3,encruzilhada do sul,"202,4","967,4","2,4",1.0
52022,13.3,encruzilhada do sul,"110,4","968,8","2,6",1.0
62022,11.0,encruzilhada do sul,122,"969,3","2,4",1.0
72022,14.5,encruzilhada do sul,"181,8","967,3","2,3",1.0
82022,12.7,encruzilhada do sul,"114,4","970,7","2,7",1.0
92022,13.9,encruzilhada do sul,"74,6","969,4","2,8",1.0
102022,16.4,encruzilhada do sul,"107,2","966,6","2,8",1.0
112022,19.3,encruzilhada do sul,"55,8","968,4","2,6",1.0
122022,22.4,encruzilhada do sul,42,"963,9","2,8",1.0
12023,24.2,encruzilhada do sul,"64,4","964,3","2,4",1.0
22023,22.9,encruzilhada do sul,"149,6","964,6","2,4",1.0
32023,23.2,encruzilhada do sul,"176,4","966,1","2,3",1.0
42023,17.9,encruzilhada do sul,"41,4","967,4","2,5",1.0
52023,16.5,encruzilhada do sul,"218,4","969,6",2,1.0
62023,14.2,encruzilhada do sul,"125,2","970,3","2,3",1.0
72023,12.7,encruzilhada do sul,"219,2","970,3","2,7",1.0
82023,14.6,encruzilhada do sul,"105,6","967,8","2,4",1.0
92023,15.7,encruzilhada do sul,"505,6","965,8","3,2",1.0
102023,16.6,encruzilhada do sul,"172,4","965,5","2,9",1.0
112023,19.3,encruzilhada do sul,"263,8","963,7","2,7",1.0
122023,22.0,encruzilhada do sul,"116,8","964,6","2,9",1.0
12024,22.3,encruzilhada do sul,"95,8","965,6","2,7",1.0
22024,23.8,encruzilhada do sul,"94,2","966,3","2,4",1.0
32024,22.1,encruzilhada do sul,73,"965,9","2,3",1.0
42024,,encruzilhada do sul,,,,1.0
52024,,encruzilhada do sul,,,,1.0
62024,15.3,encruzilhada do sul,,"966,6","2,8",1.0
72024,11.6,encruzilhada do sul,"76,2","973,3","2,4",1.0
82024,13.5,encruzilhada do sul,"129,4","969,6","2,8",1.0
92024,16.7,encruzilhada do sul,242,"966,6","2,8",1.0
102024,18.4,encruzilhada do sul,"163,6","966,7","2,8",1.0
112024,21.0,encruzilhada do sul,45,"965,1","2,9",1.0
122024,20.1,encruzilhada do sul,"105,4","963,7","3,1",1.0
42016,20.4,sao vicente do sul,,"997,9","3,2",1.0
52016,13.7,sao vicente do sul,100,"1003,8","3,1",1.0
62016,10.6,sao vicente do sul,"66,6","1006,3","2,4",1.0
72016,13.2,sao vicente do sul,"77,8","1002,2",3,1.0
82016,15.5,sao vicente do sul,"94,4","1001,2",3,1.0
92016,15.2,sao vicente do sul,"40,6","1002,8","3,4",1.0
102016,18.9,sao vicente do sul,"362,8",998,"3,8",1.0
112016,21.0,sao vicente do sul,"227,6","997,7","3,3",1.0
122016,24.1,sao vicente do sul,"180,6","994,9","3,1",1.0
12017,24.4,sao vicente do sul,"221,6","995,8","3,1",1.0
22017,24.3,sao vicente do sul,"149,4","995,3","2,3",1.0
32017,22.1,sao vicente do sul,"198,6","998,3","3,5",1.0
42017,18.9,sao vicente do sul,"209,4","999,8","3,1",1.0
52017,16.8,sao vicente do sul,"303,6",1000,"3,2",1.0
62017,15.3,sao vicente do sul,"122,2","1001,8","2,8",1.0
72017,16.0,sao vicente do sul,"29,8","1005,8","2,5",1.0
82017,16.3,sao vicente do sul,"248,4","1000,7","3,1",1.0
92017,19.5,sao vicente do sul,"154,6","1000,8","3,8",1.0
102017,19.1,sao vicente do sul,"197,2","996,6","3,9",1.0
112017,21.1,sao vicente do sul,"72,4","996,2","3,5",1.0
122017,24.5,sao vicente do sul,"93,4","994,6","3,5",1.0
12018,24.5,sao vicente do sul,"218,8","995,1","3,3",1.0
