Data,TemperaturaMedia C,Cidade,"PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Estado
82019,15.6,porto alegre - jardim botanico,"91,8","1011,8","1,5",3.0
92019,16.9,porto alegre - jardim botanico,277,"1009,1","1,6",3.0
102019,20.6,porto alegre - jardim botanico,"91,2","1007,2","1,6",3.0
112019,22.2,porto alegre - jardim botanico,"19,2","1005,8","1,7",3.0
122019,24.9,porto alegre - jardim botanico,79,"1005,5","1,8",3.0
12020,25.3,porto alegre - jardim botanico,"86,6","1007,9","1,6",3.0
22020,24.8,porto alegre - jardim botanico,"23,4","1009,3","1,5",3.0
32020,24.5,porto alegre - jardim botanico,"30,8","1011,2","1,5",3.0
42020,20.4,porto alegre - jardim botanico,"130,8","1011,1","1,3",3.0
52020,16.8,porto alegre - jardim botanico,"204,6","1010,8","1,3",3.0
62020,16.4,porto alegre - jardim botanico,294,"1012,3","1,4",3.0
72020,13.7,porto alegre - jardim botanico,"78,2","1013,3","1,2",3.0
82020,16.1,porto alegre - jardim botanico,"222,8","1011,3","1,7",3.0
92020,16.9,porto alegre - jardim botanico,"104,6","1009,1","1,7",3.0
102020,19.4,porto alegre - jardim botanico,"52,4","1009,3","1,7",3.0
112020,21.7,porto alegre - jardim botanico,119,"1006,1","1,7",3.0
122020,23.9,porto alegre - jardim botanico,119,"1005,4","1,6",3.0
12021,25.3,porto alegre - jardim botanico,"30,2","1006,2","1,6",3.0
22021,24.6,porto alegre - jardim botanico,"79,2","1007,2","1,4",3.0
32021,23.7,porto alegre - jardim botanico,27,"1011,7","1,4",3.0
42021,21.8,porto alegre - jardim botanico,"164,8","1012,1","1,3",3.0
52021,15.5,porto alegre - jardim botanico,"172,2","1013,7","1,4",3.0
62021,14.4,porto alegre - jardim botanico,"47,6","1015,1","1,2",3.0
72021,13.6,porto alegre - jardim botanico,135,"1013,8","1,4",3.0
82021,16.5,porto alegre - jardim botanico,"195,8","1010,3","1,6",3.0
92021,18.2,porto alegre - jardim botanico,"66,8","1009,7","1,7",3.0
102021,19.7,porto alegre - jardim botanico,85,"1006,8","1,6",3.0
112021,21.9,porto alegre - jardim botanico,"87,4","1006,8","1,9",3.0
122021,23.3,porto alegre - jardim botanico,"192,8","1005,1","1,6",3.0
12022,26.2,porto alegre - jardim botanico,"23,6","1005,9","1,5",3.0
22022,25.2,porto alegre - jardim botanico,"192,6","1007,6","1,4",3.0
32022,22.7,porto alegre - jardim botanico,"116,2","1009,9","1,2",3.0
42022,19.8,porto alegre - jardim botanico,"153,8","1011,8","1,2",3.0
52022,15.6,porto alegre - jardim botanico,99,"1012,8","1,1",3.0
62022,13.1,porto alegre - jardim botanico,"150,2","1010,4","1,2",3.0
72022,16.4,porto alegre - jardim botanico,"103,6","1014,1","1,4",3.0
82022,15.2,porto alegre - jardim botanico,"66,8","1012,5","1,6",3.0
92022,16.5,porto alegre - jardim botanico,"66,8","1009,2","1,7",3.0
102022,19.0,porto alegre - jardim botanico,"83,4","1010,8","1,7",3.0
112022,21.0,porto alegre - jardim botanico,"63,6","1005,6","1,7",3.0
122022,24.1,porto alegre - jardim botanico,"53,2","1005,8","1,6",3.0
12023,26.1,porto alegre - jardim botanico,"116,4","1006,2","1,4",3.0
22023,24.7,porto alegre - jardim botanico,"89,6","1007,6","1,4",3.0
32023,25.4,porto alegre - jardim botanico,"35,4","1009,7","1,3",3.0
42023,20.6,porto alegre - jardim botanico,"89,6","1012,3",1,3.0
52023,18.3,porto alegre - jardim botanico,"247,8","1013,3","1,2",3.0
62023,16.3,porto alegre - jardim botanico,"210,8","1013,7","1,3",3.0
72023,15.5,porto alegre - jardim botanico,77,"1010,9","1,3",3.0
82023,16.7,porto alegre - jardim botanico,"394,8","1008,5","1,6",3.0
92023,18.3,porto alegre - jardim botanico,"109,8","1008,1","1,6",3.0
102023,19.0,porto alegre - jardim botanico,343,"1005,8","1,7",3.0
112023,21.2,porto alegre - jardim botanico,"88,6","1006,3","1,6",3.0
122023,24.5,porto alegre - jardim botanico,"233,8","1007,3","1,7",3.0
