Unnamed: 0,Data,Produto,Estado,Área Colhida (ha),Área Plantada (ha),Produção (t),Rendimento Médio (kg/ha)
2760,julho 2017,1.15 Soja,Rio Grande do Sul,5537028,5541860,18744181,3385
2761,julho 2017,1.17 Trigo,Rio Grande do Sul,686405,686405,2087225,3041
2762,julho 2017,15 Fumo,Rio Grande do Sul,189371,189373,414496,2189
2763,agosto 2017,1.4 Arroz,Rio Grande do Sul,1102017,1104732,8733110,7925
2764,agosto 2017,1.8 Feijao (1 Safra),Rio Grande do Sul,42416,42426,74770,1763
2765,agosto 2017,1.9 Feijao (2 Safra),Rio Grande do Sul,23337,25926,24051,1031
2766,agosto 2017,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2767,agosto 2017,1.13 Milho (1 Safra),Rio Grande do Sul,830216,831221,6062550,7302
2768,agosto 2017,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2769,agosto 2017,1.15 Soja,Rio Grande do Sul,5537028,5541860,18744181,3385
2770,agosto 2017,1.17 Trigo,Rio Grande do Sul,686405,686405,2087225,3041
2771,agosto 2017,15 Fumo,Rio Grande do Sul,189371,189373,414496,2189
2772,setembro 2017,1.4 Arroz,Rio Grande do Sul,1102017,1104732,8733110,7925
2773,setembro 2017,1.8 Feijao (1 Safra),Rio Grande do Sul,42416,42426,74770,1763
2774,setembro 2017,1.9 Feijao (2 Safra),Rio Grande do Sul,23337,25926,24051,1031
2775,setembro 2017,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2776,setembro 2017,1.13 Milho (1 Safra),Rio Grande do Sul,830216,831221,6062550,7302
2777,setembro 2017,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2778,setembro 2017,1.15 Soja,Rio Grande do Sul,5537028,5541860,18744181,3385
2779,setembro 2017,1.17 Trigo,Rio Grande do Sul,686405,686405,2087225,3041
2780,setembro 2017,15 Fumo,Rio Grande do Sul,189371,189373,414496,2189
2781,outubro 2017,1.4 Arroz,Rio Grande do Sul,1102017,1104732,8733110,7925
2782,outubro 2017,1.8 Feijao (1 Safra),Rio Grande do Sul,42416,42426,74770,1763
2783,outubro 2017,1.9 Feijao (2 Safra),Rio Grande do Sul,23337,25926,24051,1031
2784,outubro 2017,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2785,outubro 2017,1.13 Milho (1 Safra),Rio Grande do Sul,830216,831221,6062550,7302
2786,outubro 2017,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2787,outubro 2017,1.15 Soja,Rio Grande do Sul,5537028,5541860,18744181,3385
2788,outubro 2017,1.17 Trigo,Rio Grande do Sul,686405,686405,2087225,3041
2789,outubro 2017,15 Fumo,Rio Grande do Sul,189371,189373,414496,2189
2790,novembro 2017,1.4 Arroz,Rio Grande do Sul,1102017,1104732,8733110,7925
2791,novembro 2017,1.8 Feijao (1 Safra),Rio Grande do Sul,42416,42426,74770,1763
2792,novembro 2017,1.9 Feijao (2 Safra),Rio Grande do Sul,23337,25926,24051,1031
2793,novembro 2017,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2794,novembro 2017,1.13 Milho (1 Safra),Rio Grande do Sul,830216,831221,6062550,7302
2795,novembro 2017,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2796,novembro 2017,1.15 Soja,Rio Grande do Sul,5537028,5541860,18744181,3385
2797,novembro 2017,1.17 Trigo,Rio Grande do Sul,686405,686405,2087225,3041
2798,novembro 2017,15 Fumo,Rio Grande do Sul,189371,189373,414496,2189
2799,dezembro 2017,1.4 Arroz,Rio Grande do Sul,1102017,1104732,8732042,7924
2800,dezembro 2017,1.8 Feijao (1 Safra),Rio Grande do Sul,42416,42426,74770,1763
2801,dezembro 2017,1.9 Feijao (2 Safra),Rio Grande do Sul,23337,25926,24051,1031
2802,dezembro 2017,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2803,dezembro 2017,1.13 Milho (1 Safra),Rio Grande do Sul,830216,831221,6062550,7302
2804,dezembro 2017,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2805,dezembro 2017,1.15 Soja,Rio Grande do Sul,5537028,5541860,18744181,3385
2806,dezembro 2017,1.17 Trigo,Rio Grande do Sul,691553,691553,1226474,1774
2807,dezembro 2017,15 Fumo,Rio Grande do Sul,189371,189373,414496,2189
2808,janeiro 2018,1.4 Arroz,Rio Grande do Sul,1077304,1077304,8319362,7722
2809,janeiro 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,40246,40246,68642,1706
2810,janeiro 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,17845,17845,28050,1572
2811,janeiro 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2812,janeiro 2018,1.13 Milho (1 Safra),Rio Grande do Sul,713219,713419,4881505,6844
2813,janeiro 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2814,janeiro 2018,1.15 Soja,Rio Grande do Sul,5674433,5674433,17815951,3140
2815,janeiro 2018,1.17 Trigo,Rio Grande do Sul,691553,691553,1505511,2177
2816,janeiro 2018,15 Fumo,Rio Grande do Sul,185534,185638,388123,2092
2817,fevereiro 2018,1.4 Arroz,Rio Grande do Sul,1077304,1077304,8319362,7722
2818,fevereiro 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,40246,40246,68642,1706
2819,fevereiro 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,17845,17845,28050,1572
2820,fevereiro 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2821,fevereiro 2018,1.13 Milho (1 Safra),Rio Grande do Sul,713219,713419,4881505,6844
2822,fevereiro 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2823,fevereiro 2018,1.15 Soja,Rio Grande do Sul,5674433,5674433,17815951,3140
2824,fevereiro 2018,1.17 Trigo,Rio Grande do Sul,691553,691553,1505511,2177
2825,fevereiro 2018,15 Fumo,Rio Grande do Sul,185534,185638,388123,2092
2826,marco 2018,1.4 Arroz,Rio Grande do Sul,1077304,1077304,8319362,7722
2827,marco 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,40246,40246,68642,1706
2828,marco 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,17845,17845,28050,1572
2829,marco 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2830,marco 2018,1.13 Milho (1 Safra),Rio Grande do Sul,713219,713419,4881505,6844
2831,marco 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2832,marco 2018,1.15 Soja,Rio Grande do Sul,5674433,5674433,17815951,3140
2833,marco 2018,1.17 Trigo,Rio Grande do Sul,691553,691553,1505511,2177
2834,marco 2018,15 Fumo,Rio Grande do Sul,185534,185638,388123,2092
2835,abril 2018,1.4 Arroz,Rio Grande do Sul,1065348,1065617,8131261,7632
2836,abril 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39905,40184,65810,1649
2837,abril 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,18514,18514,30047,1623
2838,abril 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2839,abril 2018,1.13 Milho (1 Safra),Rio Grande do Sul,693247,701357,4528427,6532
2840,abril 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2841,abril 2018,1.15 Soja,Rio Grande do Sul,5621443,5679427,17387080,3093
2842,abril 2018,1.17 Trigo,Rio Grande do Sul,691553,691553,1557339,2252
2843,abril 2018,15 Fumo,Rio Grande do Sul,185163,185517,368322,1989
2844,maio 2018,1.4 Arroz,Rio Grande do Sul,1065348,1065617,8131261,7632
2845,maio 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39905,40184,65810,1649
2846,maio 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,18514,18514,30047,1623
2847,maio 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2848,maio 2018,1.13 Milho (1 Safra),Rio Grande do Sul,693247,701357,4528427,6532
2849,maio 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2850,maio 2018,1.15 Soja,Rio Grande do Sul,5621443,5679427,17387080,3093
2851,maio 2018,1.17 Trigo,Rio Grande do Sul,691553,691553,1557339,2252
2852,maio 2018,15 Fumo,Rio Grande do Sul,185163,185517,368322,1989
2853,junho 2018,1.4 Arroz,Rio Grande do Sul,1065348,1065617,8131261,7632
2854,junho 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39905,40184,65810,1649
2855,junho 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,18514,18514,30047,1623
2856,junho 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2857,junho 2018,1.13 Milho (1 Safra),Rio Grande do Sul,693247,701357,4528427,6532
2858,junho 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2859,junho 2018,1.15 Soja,Rio Grande do Sul,5621443,5679427,17387080,3093
2860,junho 2018,1.17 Trigo,Rio Grande do Sul,691553,691553,1557346,2252
2861,junho 2018,15 Fumo,Rio Grande do Sul,185163,185517,368322,1989
2862,julho 2018,1.4 Arroz,Rio Grande do Sul,1065348,1065617,8131261,7632
2863,julho 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39905,40184,65810,1649
2864,julho 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,18514,18514,30047,1623
2865,julho 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2866,julho 2018,1.13 Milho (1 Safra),Rio Grande do Sul,693247,701357,4528427,6532
2867,julho 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2868,julho 2018,1.15 Soja,Rio Grande do Sul,5621443,5679427,17387080,3093
2869,julho 2018,1.17 Trigo,Rio Grande do Sul,691553,691553,1557346,2252
2870,julho 2018,15 Fumo,Rio Grande do Sul,185163,185517,368322,1989
2871,agosto 2018,1.4 Arroz,Rio Grande do Sul,1067621,1068351,8396053,7864
2872,agosto 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39544,39823,64376,1628
2873,agosto 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,19543,19543,30565,1564
2874,agosto 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2875,agosto 2018,1.13 Milho (1 Safra),Rio Grande do Sul,690177,699385,4514545,6541
2876,agosto 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2877,agosto 2018,1.15 Soja,Rio Grande do Sul,5651995,5758133,17546405,3104
2878,agosto 2018,1.17 Trigo,Rio Grande do Sul,676200,676200,2002061,2961
2879,agosto 2018,15 Fumo,Rio Grande do Sul,180845,181199,358731,1984
2880,setembro 2018,1.4 Arroz,Rio Grande do Sul,1067621,1068351,8396053,7864
2881,setembro 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39544,39823,64376,1628
2882,setembro 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,19543,19543,30565,1564
2883,setembro 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2884,setembro 2018,1.13 Milho (1 Safra),Rio Grande do Sul,695177,704385,4552915,6549
2885,setembro 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2886,setembro 2018,1.15 Soja,Rio Grande do Sul,5651995,5758133,17538725,3103
2887,setembro 2018,1.17 Trigo,Rio Grande do Sul,690370,690370,2072504,3002
2888,setembro 2018,15 Fumo,Rio Grande do Sul,180845,181199,358731,1984
2889,outubro 2018,1.4 Arroz,Rio Grande do Sul,1068331,1069061,8406616,7869
2890,outubro 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39519,39798,64321,1628
2891,outubro 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,19543,19543,30565,1564
2892,outubro 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2893,outubro 2018,1.13 Milho (1 Safra),Rio Grande do Sul,696877,706085,4565665,6552
2894,outubro 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2895,outubro 2018,1.15 Soja,Rio Grande do Sul,5651050,5709034,17538575,3104
2896,outubro 2018,1.17 Trigo,Rio Grande do Sul,705906,705906,2105498,2983
2897,outubro 2018,15 Fumo,Rio Grande do Sul,180845,181199,358731,1984
2898,novembro 2018,1.4 Arroz,Rio Grande do Sul,1068331,1069061,8406616,7869
2899,novembro 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39519,39798,64321,1628
2900,novembro 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,19543,19543,30565,1564
2901,novembro 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2902,novembro 2018,1.13 Milho (1 Safra),Rio Grande do Sul,696877,706085,4565665,6552
2903,novembro 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2904,novembro 2018,1.15 Soja,Rio Grande do Sul,5651050,5709034,17538575,3104
2905,novembro 2018,1.17 Trigo,Rio Grande do Sul,705906,705906,2105498,2983
2906,novembro 2018,15 Fumo,Rio Grande do Sul,180845,181199,358731,1984
2907,dezembro 2018,1.4 Arroz,Rio Grande do Sul,1067581,1068311,8401785,7870
2908,dezembro 2018,1.8 Feijao (1 Safra),Rio Grande do Sul,39519,39798,64321,1628
2909,dezembro 2018,1.9 Feijao (2 Safra),Rio Grande do Sul,19543,19543,30565,1564
2910,dezembro 2018,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2911,dezembro 2018,1.13 Milho (1 Safra),Rio Grande do Sul,696872,706080,4565633,6552
2912,dezembro 2018,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2913,dezembro 2018,1.15 Soja,Rio Grande do Sul,5651050,5709034,17538575,3104
2914,dezembro 2018,1.17 Trigo,Rio Grande do Sul,710158,710158,1753099,2469
2915,dezembro 2018,15 Fumo,Rio Grande do Sul,180845,181199,358732,1984
2916,janeiro 2019,1.4 Arroz,Rio Grande do Sul,1013938,1013938,7942451,7833
2917,janeiro 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36878,36882,60254,1634
2918,janeiro 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,19277,19277,30848,1600
2919,janeiro 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2920,janeiro 2019,1.13 Milho (1 Safra),Rio Grande do Sul,751889,751939,5372406,7145
2921,janeiro 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2922,janeiro 2019,1.15 Soja,Rio Grande do Sul,5805001,5805001,18612161,3206
2923,janeiro 2019,1.17 Trigo,Rio Grande do Sul,676200,676200,1426106,2109
2924,janeiro 2019,15 Fumo,Rio Grande do Sul,172375,172840,361328,2096
2925,fevereiro 2019,1.4 Arroz,Rio Grande do Sul,975015,991609,7291751,7479
2926,fevereiro 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36230,36384,58027,1602
2927,fevereiro 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,16580,16580,25226,1521
2928,fevereiro 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2929,fevereiro 2019,1.13 Milho (1 Safra),Rio Grande do Sul,760453,760753,5510104,7246
2930,fevereiro 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2931,fevereiro 2019,1.15 Soja,Rio Grande do Sul,5750202,5806922,18449563,3209
2932,fevereiro 2019,1.17 Trigo,Rio Grande do Sul,676200,676200,1426106,2109
2933,fevereiro 2019,15 Fumo,Rio Grande do Sul,170898,171363,358060,2095
2934,marco 2019,1.4 Arroz,Rio Grande do Sul,971703,987705,7374909,7590
2935,marco 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36744,36911,58967,1605
2936,marco 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,23206,23206,37259,1606
2937,marco 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2938,marco 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763900,764265,5706331,7470
2939,marco 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2940,marco 2019,1.15 Soja,Rio Grande do Sul,5772070,5828790,18663864,3233
2941,marco 2019,1.17 Trigo,Rio Grande do Sul,676200,676200,1426106,2109
2942,marco 2019,15 Fumo,Rio Grande do Sul,173823,174288,366663,2109
2943,abril 2019,1.4 Arroz,Rio Grande do Sul,971703,987705,7374909,7590
2944,abril 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36744,36911,58967,1605
2945,abril 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,23206,23206,37259,1606
2946,abril 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2947,abril 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763900,764265,5706331,7470
2948,abril 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2949,abril 2019,1.15 Soja,Rio Grande do Sul,5772070,5828790,18663864,3233
2950,abril 2019,1.17 Trigo,Rio Grande do Sul,676200,676200,1426106,2109
2951,abril 2019,15 Fumo,Rio Grande do Sul,173823,174288,366663,2109
2952,maio 2019,1.4 Arroz,Rio Grande do Sul,967323,981410,7317218,7564
2953,maio 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36664,36831,58051,1583
2954,maio 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25461,25476,40573,1594
2955,maio 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2956,maio 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763880,764195,5744024,7520
2957,maio 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2958,maio 2019,1.15 Soja,Rio Grande do Sul,5791852,5848766,18497272,3194
2959,maio 2019,1.17 Trigo,Rio Grande do Sul,705704,705704,2056723,2914
2960,maio 2019,15 Fumo,Rio Grande do Sul,173813,174278,371888,2140
2961,junho 2019,1.4 Arroz,Rio Grande do Sul,967323,981410,7317218,7564
2962,junho 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36664,36831,58051,1583
2963,junho 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25461,25476,40573,1594
2964,junho 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2965,junho 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763880,764195,5744024,7520
2966,junho 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2967,junho 2019,1.15 Soja,Rio Grande do Sul,5791852,5848766,18497272,3194
2968,junho 2019,1.17 Trigo,Rio Grande do Sul,705704,705704,2056723,2914
2969,junho 2019,15 Fumo,Rio Grande do Sul,173813,174278,371888,2140
2970,julho 2019,1.4 Arroz,Rio Grande do Sul,966938,981287,7173313,7419
2971,julho 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36499,36666,57867,1585
2972,julho 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25046,25499,34036,1359
2973,julho 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2974,julho 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763641,763956,5739403,7516
2975,julho 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2976,julho 2019,1.15 Soja,Rio Grande do Sul,5819096,5843714,18487353,3177
2977,julho 2019,1.17 Trigo,Rio Grande do Sul,754162,754162,2281164,3025
2978,julho 2019,15 Fumo,Rio Grande do Sul,173812,174277,373713,2150
2979,agosto 2019,1.4 Arroz,Rio Grande do Sul,966938,981287,7173313,7419
2980,agosto 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36499,36666,57867,1585
2981,agosto 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25046,25499,34036,1359
2982,agosto 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2983,agosto 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763641,763956,5739403,7516
2984,agosto 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2985,agosto 2019,1.15 Soja,Rio Grande do Sul,5819096,5843714,18487353,3177
2986,agosto 2019,1.17 Trigo,Rio Grande do Sul,754162,754162,2281164,3025
2987,agosto 2019,15 Fumo,Rio Grande do Sul,173812,174277,373713,2150
2988,setembro 2019,1.4 Arroz,Rio Grande do Sul,966938,981287,7173313,7419
2989,setembro 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36499,36666,57867,1585
2990,setembro 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25016,25469,33989,1359
2991,setembro 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
2992,setembro 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763641,763956,5739403,7516
2993,setembro 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
2994,setembro 2019,1.15 Soja,Rio Grande do Sul,5818895,5843513,18493720,3178
2995,setembro 2019,1.17 Trigo,Rio Grande do Sul,755202,755202,2291927,3035
2996,setembro 2019,15 Fumo,Rio Grande do Sul,173812,174277,373713,2150
2997,outubro 2019,1.4 Arroz,Rio Grande do Sul,966938,981287,7172102,7417
2998,outubro 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36499,36666,57867,1585
2999,outubro 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25016,25469,33989,1359
3000,outubro 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3001,outubro 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763591,763906,5738614,7515
3002,outubro 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3003,outubro 2019,1.15 Soja,Rio Grande do Sul,5818915,5843533,18495151,3178
3004,outubro 2019,1.17 Trigo,Rio Grande do Sul,754900,754900,2317114,3069
3005,outubro 2019,15 Fumo,Rio Grande do Sul,173572,174037,373447,2152
3006,novembro 2019,1.4 Arroz,Rio Grande do Sul,966938,981287,7172102,7417
3007,novembro 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36499,36666,57867,1585
3008,novembro 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25016,25469,33989,1359
3009,novembro 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3010,novembro 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763591,763906,5738614,7515
3011,novembro 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3012,novembro 2019,1.15 Soja,Rio Grande do Sul,5818915,5843533,18495151,3178
3013,novembro 2019,1.17 Trigo,Rio Grande do Sul,754900,754900,2317114,3069
3014,novembro 2019,15 Fumo,Rio Grande do Sul,173572,174037,373447,2152
3015,dezembro 2019,1.4 Arroz,Rio Grande do Sul,966938,981287,7172102,7417
3016,dezembro 2019,1.8 Feijao (1 Safra),Rio Grande do Sul,36499,36666,57867,1585
3017,dezembro 2019,1.9 Feijao (2 Safra),Rio Grande do Sul,25016,25469,33989,1359
3018,dezembro 2019,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3019,dezembro 2019,1.13 Milho (1 Safra),Rio Grande do Sul,763591,763906,5738614,7515
3020,dezembro 2019,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3021,dezembro 2019,1.15 Soja,Rio Grande do Sul,5818915,5843533,18495151,3178
3022,dezembro 2019,1.17 Trigo,Rio Grande do Sul,760911,760914,2286672,3005
3023,dezembro 2019,15 Fumo,Rio Grande do Sul,173572,174037,373447,2152
3024,janeiro 2020,1.4 Arroz,Rio Grande do Sul,947375,947875,7300059,7706
3025,janeiro 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36608,36658,64783,1770
3026,janeiro 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,24934,24934,36880,1479
3027,janeiro 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3028,janeiro 2020,1.13 Milho (1 Safra),Rio Grande do Sul,779342,779392,5886185,7553
3029,janeiro 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3030,janeiro 2020,1.15 Soja,Rio Grande do Sul,5930249,5930249,19265677,3249
3031,janeiro 2020,1.17 Trigo,Rio Grande do Sul,754162,754162,1827335,2423
3032,janeiro 2020,15 Fumo,Rio Grande do Sul,170338,170388,344862,2025
3033,fevereiro 2020,1.4 Arroz,Rio Grande do Sul,947375,947875,7300059,7706
3034,fevereiro 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36608,36658,64783,1770
3035,fevereiro 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,24934,24934,36880,1479
3036,fevereiro 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3037,fevereiro 2020,1.13 Milho (1 Safra),Rio Grande do Sul,779342,779392,5886185,7553
3038,fevereiro 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3039,fevereiro 2020,1.15 Soja,Rio Grande do Sul,5930249,5930249,19265677,3249
3040,fevereiro 2020,1.17 Trigo,Rio Grande do Sul,754162,754162,1827335,2423
3041,fevereiro 2020,15 Fumo,Rio Grande do Sul,170338,170388,344862,2025
3042,marco 2020,1.4 Arroz,Rio Grande do Sul,948925,949575,7485176,7888
3043,marco 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36882,36987,58104,1575
3044,marco 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,23344,23514,34415,1474
3045,marco 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3046,marco 2020,1.13 Milho (1 Safra),Rio Grande do Sul,745465,757073,4629486,6210
3047,marco 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3048,marco 2020,1.15 Soja,Rio Grande do Sul,5862802,5976049,13369911,2280
3049,marco 2020,1.17 Trigo,Rio Grande do Sul,753987,753987,1887577,2503
3050,marco 2020,15 Fumo,Rio Grande do Sul,169002,169477,291387,1724
3051,abril 2020,1.4 Arroz,Rio Grande do Sul,948925,949575,7485176,7888
3052,abril 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36882,36987,58104,1575
3053,abril 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,23344,23514,34415,1474
3054,abril 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3055,abril 2020,1.13 Milho (1 Safra),Rio Grande do Sul,745465,757073,4629486,6210
3056,abril 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3057,abril 2020,1.15 Soja,Rio Grande do Sul,5862802,5976049,13369911,2280
3058,abril 2020,1.17 Trigo,Rio Grande do Sul,753987,753987,1887577,2503
3059,abril 2020,15 Fumo,Rio Grande do Sul,169002,169477,291387,1724
3060,maio 2020,1.4 Arroz,Rio Grande do Sul,950211,951012,7678388,8081
3061,maio 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36904,37029,54209,1469
3062,maio 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22588,23244,28562,1264
3063,maio 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3064,maio 2020,1.13 Milho (1 Safra),Rio Grande do Sul,742385,752593,4203143,5662
3065,maio 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3066,maio 2020,1.15 Soja,Rio Grande do Sul,5959630,5980832,11221247,1883
3067,maio 2020,1.17 Trigo,Rio Grande do Sul,821999,821999,2451943,2983
3068,maio 2020,15 Fumo,Rio Grande do Sul,168911,169386,289013,1711
3069,junho 2020,1.4 Arroz,Rio Grande do Sul,950211,951012,7678388,8081
3070,junho 2020,1.8 Feijao (1 Safra),Rio Grande do Sul,36904,37029,54209,1469
3071,junho 2020,1.9 Feijao (2 Safra),Rio Grande do Sul,22588,23244,28562,1264
3072,junho 2020,1.10 Feijao (3 Safra),Rio Grande do Sul,,,,
3073,junho 2020,1.13 Milho (1 Safra),Rio Grande do Sul,742385,752593,4203143,5662
3074,junho 2020,1.14 Milho (2 Safra),Rio Grande do Sul,,,,
3075,junho 2020,1.15 Soja,Rio Grande do Sul,5959630,5980832,11221247,1883
3076,junho 2020,1.17 Trigo,Rio Grande do Sul,821999,821999,2451943,2983
3077,junho 2020,15 Fumo,Rio Grande do Sul,168911,169386,289013,1711
